iter	Passed	Remaining
300	19549	45398
301	19618	45344
302	19687	45288
303	19768	45260
304	19820	45164
305	19903	45141
306	19961	45060
307	20040	45026
308	20094	44936
309	20150	44851
310	20206	44765
311	20278	44717
312	20348	44662
313	20408	44587
314	20465	44504
315	20518	44414
316	20586	44354
317	20645	44277
318	20700	44191
319	20760	44116
320	20831	44064
321	20895	43996
322	20948	43906
323	21016	43849
324	21069	43760
325	21124	43673
326	21179	43589
327	21261	43561
328	21344	43532
329	21425	43499
330	21498	43452
331	21585	43430
332	21660	43385
333	21714	43299
334	21781	43238
335	21861	43202
336	21915	43115
337	21969	43028
338	22048	42991
339	22127	42952
340	22184	42872
341	22240	42790
342	22295	42706
343	22357	42634
344	22427	42579
345	22494	42517
346	22550	42435
347	22608	42358
348	22661	42270
349	22715	42185
350	22770	42102
351	22825	42019
352	22892	41958
353	22945	41873
354	23006	41800
355	23062	41719
356	23130	41661
357	23198	41602
358	23266	41542
359	23322	41462
360	23378	41381
361	23433	41299
362	23503	41245
363	23569	41181
364	23625	41102
365	23681	41021
366	23739	40945
367	23809	40890
368	23866	40812
369	23933	40752
370	24003	40696
371	24071	40637
372	24129	40560
373	24185	40481
374	24240	40400
375	24298	40324
376	24379	40286
377	24451	40235
378	24524	40183
379	24594	40128
380	24665	40073
381	24725	40001
382	24779	39918
383	24846	39857
384	24923	39812
385	24980	39735
386	25031	39648
387	25100	39591
388	25168	39531
389	25229	39460
390	25299	39404
391	25353	39324
392	25425	39270
393	25485	39198
394	25541	39120
395	25593	39037
396	25670	38990
397	25724	38910
398	25776	38825
399	25832	38748
400	25908	38701
401	25960	38618
402	26013	38536
403	26072	38462
404	26129	38388
405	26200	38333
406	26256	38255
407	26310	38175
408	26364	38096
409	26425	38027
410	26494	37969
411	26550	37892
412	26622	37839
413	26683	37769
414	26740	37694
415	26821	37653
416	26874	37573
417	26931	37498
418	27001	37441
419	27080	37396
420	27136	37321
421	27213	37273
422	27273	37202
423	27331	37129
424	27383	37047
425	27436	36968
426	27514	36921
427	27569	36845
428	27621	36764
429	27690	36705
430	27743	36626
431	27797	36547
432	27849	36468
433	27904	36391
434	27961	36318
435	28027	36255
436	28091	36191
437	28143	36111
438	28203	36041
439	28283	35996
440	28336	35918
441	28395	35847
442	28451	35773
443	28505	35696
444	28557	35616
445	28612	35541
446	28690	35494
447	28745	35418
448	28800	35343
449	28860	35273
450	28914	35196
451	28982	35138
452	29047	35074
453	29117	35018
454	29175	34946
455	29244	34887
456	29300	34813
457	29362	34747
458	29454	34715
459	29549	34688
460	29627	34640
461	29701	34587
462	29787	34548
463	29857	34490
464	30034	34556
465	30106	34499
466	30174	34438
467	30252	34389
468	30324	34332
469	30389	34269
470	30457	34207
471	30519	34140
472	30582	34073
473	30644	34006
474	30744	33980
475	30901	34017
476	31062	34058
477	31203	34075
478	31284	34027
479	31348	33961
480	31407	33889
481	31483	33835
482	31545	33766
483	31624	33715
484	31686	33646
485	31763	33593
486	31840	33540
487	31898	33467
488	31960	33398
489	32019	33325
490	32098	33275
491	32178	33225
492	32251	33167
493	32329	33115
494	32404	33059
495	32513	33038
496	32575	32968
497	32650	32913
498	32726	32858
499	32817	32817
500	32910	32779
501	33107	32843
502	33266	32869
503	33462	32931
504	33521	32857
505	33594	32797
506	33670	32740
507	33732	32669
508	33792	32597
509	33849	32522
510	33909	32449
511	33998	32404
512	34062	32335
513	34126	32267
514	34189	32197
515	34252	32128
516	34324	32067
517	34399	32009
518	34481	31956
519	34546	31889
520	34636	31844
521	34710	31784
522	34794	31733
523	34861	31668
524	34936	31609
525	35029	31566
526	35109	31512
527	35169	31439
528	35260	31394
529	35325	31326
530	35386	31254
531	35460	31194
532	35527	31128
533	35618	31082
534	35697	31026
535	35764	30960
536	35836	30898
537	35922	30847
538	35991	30783
539	36053	30711
540	36132	30655
541	36239	30622
542	36296	30547
543	36357	30476
544	36421	30406
545	36483	30336
546	36575	30290
547	36652	30231
548	36747	30187
549	36841	30142
550	36916	30082
551	36993	30023
552	37067	29962
553	37146	29905
554	37246	29864
555	37318	29801
556	37400	29745
557	37464	29675
558	37523	29602
559	37596	29540
560	37685	29490
561	37758	29427
562	37848	29378
563	37912	29308
564	37983	29243
565	38042	29170
566	38134	29122
567	38205	29058
568	38270	28988
569	38345	28927
570	38416	28862
571	38487	28798
572	38566	28740
573	38664	28695
574	38731	28627
575	38791	28554
576	38879	28502
577	38941	28431
578	39034	28382
579	39112	28322
580	39193	28265
581	39280	28211
582	39353	28148
583	39462	28110
584	39554	28060
585	39636	28002
586	39708	27937
587	39797	27885
588	39875	27824
589	39960	27769
590	40021	27696
591	40125	27653
592	40189	27583
593	40266	27522
594	40348	27464
595	40432	27407
596	40502	27340
597	40576	27277
598	40682	27234
599	40759	27172
600	40823	27102
601	40886	27031
602	40965	26970
603	41041	26907
604	41110	26840
605	41169	26767
606	41252	26709
607	41325	26643
608	41394	26576
609	41464	26510
610	41524	26436
611	41599	26373
612	41663	26302
613	41751	26247
614	41811	26174
615	41888	26112
616	41978	26058
617	42042	25987
618	42107	25917
619	42196	25862
620	42255	25788
621	42316	25716
622	42406	25661
623	42462	25586
624	42531	25519
625	42621	25464
626	42708	25407
627	42789	25346
628	42858	25279
629	42936	25216
630	43017	25155
631	43080	25084
632	43145	25014
633	43239	24961
634	43304	24891
635	43370	24822
636	43440	24754
637	43497	24680
638	43559	24608
639	43653	24554
640	43718	24484
641	43793	24420
642	43871	24357
643	43935	24287
644	44001	24218
645	44067	24148
646	44136	24080
647	44209	24015
648	44296	23957
649	44385	23899
650	44484	23847
651	44553	23779
652	44630	23716
653	44695	23646
654	44757	23574
655	44821	23504
656	44895	23438
657	44981	23379
658	45084	23329
659	45144	23256
660	45212	23187
661	45274	23116
662	45333	23042
663	45398	22972
664	45461	22901
665	45522	22829
666	45586	22759
667	45684	22705
668	45748	22635
669	45824	22570
670	45880	22495
671	45947	22426
672	46011	22356
673	46073	22284
674	46153	22222
675	46217	22151
676	46276	22078
677	46348	22012
678	46408	21939
679	46499	21881
680	46587	21822
681	46666	21759
682	46745	21695
683	46810	21625
684	46877	21556
685	46969	21499
686	47028	21426
687	47101	21359
688	47161	21287
689	47230	21219
690	47301	21152
691	47376	21086
692	47438	21015
693	47500	20944
694	47578	20879
695	47656	20815
696	47717	20743
697	47781	20673
698	47882	20619
699	47972	20559
700	48034	20488
701	48094	20416
702	48155	20344
703	48221	20275
704	48320	20219
705	48379	20146
706	48441	20075
707	48511	20007
708	48586	19941
709	48643	19868
710	48709	19798
711	48769	19726
712	48851	19663
713	48912	19592
714	48974	19521
715	49039	19451
716	49105	19381
717	49179	19315
718	49267	19254
719	49332	19184
720	49420	19123
721	49478	19051
722	49537	18978
723	49606	18910
724	49666	18838
725	49740	18772
726	49813	18705
727	49885	18638
728	49970	18575
729	50061	18515
730	50137	18449
731	50207	18381
732	50289	18318
733	50364	18252
734	50432	18183
735	50502	18115
736	50571	18046
737	50643	17978
738	50718	17912
739	50818	17855
740	50900	17791
741	50966	17721
742	51029	17650
743	51098	17582
744	51177	17517
745	51250	17449
746	51333	17386
747	51441	17330
748	51544	17273
749	51615	17205
750	51704	17143
751	51815	17088
752	51891	17021
753	51955	16951
754	52037	16886
755	52108	16818
756	52214	16761
757	52283	16692
758	52350	16622
759	52421	16554
760	52488	16484
761	52598	16428
762	52668	16359
763	52760	16297
764	52833	16230
765	52984	16185
766	53060	16118
767	53154	16056
768	53247	15994
769	53324	15928
770	53414	15864
771	53483	15795
772	53580	15734
773	53674	15672
774	53744	15603
775	53828	15538
776	53910	15472
777	53981	15403
778	54079	15342
779	54173	15279
780	54251	15212
781	54360	15154
782	54465	15094
783	54539	15026
784	54652	14968
785	54737	14903
786	54818	14836
787	54896	14769
788	54978	14702
789	55059	14636
790	55127	14565
791	55219	14502
792	55308	14437
793	55388	14370
794	55475	14304
795	55548	14235
796	55646	14173
797	55720	14104
798	55804	14038
799	55901	13975
800	55980	13907
801	56072	13843
802	56154	13776
803	56227	13707
804	56333	13646
805	56454	13588
806	56555	13525
807	56649	13461
808	56715	13390
809	56804	13324
810	56880	13255
811	56940	13183
812	57005	13111
813	57067	13039
814	57129	12968
815	57187	12895
816	57246	12822
817	57307	12750
818	57385	12682
819	57448	12610
820	57508	12538
821	57567	12465
822	57635	12395
823	57708	12326
824	57782	12256
825	57861	12188
826	57938	12120
827	58007	12049
828	58069	11978
829	58127	11905
830	58189	11833
831	58248	11761
832	58308	11689
833	58383	11620
834	58477	11555
835	58537	11483
836	58596	11411
837	58651	11338
838	58717	11267
839	58793	11198
840	58855	11127
841	58912	11054
842	58984	10985
843	59042	10913
844	59108	10842
845	59195	10775
846	59256	10703
847	59318	10632
848	59403	10565
849	59461	10493
850	59517	10420
851	59578	10349
852	59639	10277
853	59701	10206
854	59761	10134
855	59832	10065
856	59891	9993
857	59964	9924
858	60022	9852
859	60084	9781
860	60162	9712
861	60228	9642
862	60301	9572
863	60356	9500
864	60427	9430
865	60487	9359
866	60561	9290
867	60620	9218
868	60684	9148
869	60745	9076
870	60808	9006
871	60882	8936
872	60970	8869
873	61033	8798
874	61087	8726
875	61148	8655
876	61214	8585
877	61288	8516
878	61359	8446
879	61442	8378
880	61515	8309
881	61585	8239
882	61645	8168
883	61706	8097
884	61778	8027
885	61831	7955
886	61902	7886
887	61958	7814
888	62016	7743
889	62074	7672
890	62130	7600
891	62184	7529
892	62245	7458
893	62302	7387
894	62363	7316
895	62425	7245
896	62487	7175
897	62561	7106
898	62621	7035
899	62688	6965
900	62749	6894
901	62819	6825
902	62882	6754
903	62937	6683
904	63011	6614
905	63081	6544
906	63135	6473
907	63199	6403
908	63271	6334
909	63341	6264
910	63404	6194
911	63460	6123
912	63514	6052
913	63595	5983
914	63665	5914
915	63749	5846
916	63811	5775
917	63867	5704
918	63925	5634
919	64004	5565
920	64075	5496
921	64133	5425
922	64203	5356
923	64254	5285
924	64306	5214
925	64363	5143
926	64435	5074
927	64510	5005
928	64571	4934
929	64627	4864
930	64683	4793
931	64739	4723
932	64794	4652
933	64849	4582
934	64906	4512
935	64961	4441
936	65024	4371
937	65095	4302
938	65158	4232
939	65216	4162
940	65274	4092
941	65346	4023
942	65404	3953
943	65465	3883
944	65527	3813
945	65588	3743
946	65645	3673
947	65717	3604
948	65777	3534
949	65834	3464
950	65893	3395
951	65953	3325
952	66033	3256
953	66093	3186
954	66175	3118
955	66247	3049
956	66302	2979
957	66356	2909
958	66418	2839
959	66475	2769
960	66533	2700
961	66592	2630
962	66655	2560
963	66719	2491
964	66777	2421
965	66838	2352
966	66896	2282
967	66967	2213
968	67040	2144
969	67095	2075
970	67152	2005
971	67204	1935
972	67255	1866
973	67312	1796
974	67372	1727
975	67442	1658
976	67502	1589
977	67564	1519
978	67651	1451
979	67721	1382
980	67809	1313
981	67865	1243
982	67920	1174
983	67978	1105
984	68032	1036
985	68087	966
986	68157	897
987	68217	828
988	68272	759
989	68331	690
990	68414	621
991	68470	552
992	68542	483
993	68598	414
994	68678	345
995	68738	276
996	68811	207
997	68873	138
998	68946	69
999	69021	0
