iter	TotalF1:average=Macro	MultiClassOneVsAll
881	0.697599985	0.4097702748
882	0.6975635718	0.4097581533
883	0.6975719533	0.4097303542
884	0.6976105544	0.4097122293
885	0.697619951	0.4097005667
886	0.6976094344	0.4096804152
887	0.6976448808	0.4096582754
888	0.6976311001	0.4096431714
889	0.6976582507	0.409625773
890	0.6976608562	0.4096189284
891	0.697700251	0.4096061186
892	0.6976643999	0.4095939972
893	0.6976955942	0.4095760253
894	0.6977004663	0.4095594682
895	0.6976885409	0.4095467731
896	0.6976499414	0.4095286483
897	0.6977366776	0.4095147679
898	0.6978036218	0.4094930869
899	0.697843792	0.4094841009
900	0.697899925	0.4094602786
901	0.6978914242	0.4094505661
902	0.6979399961	0.4094416949
903	0.6979650121	0.4094288086
904	0.6980087716	0.4094133604
905	0.697975136	0.4094024244
906	0.6979390399	0.4093898823
907	0.6979842265	0.4093789079
908	0.6980085276	0.4093662894
909	0.6979862429	0.4093565004
910	0.6979957154	0.4093405169
911	0.6979690688	0.4093243804
912	0.6979773977	0.4093163122
913	0.6979713138	0.4093025847
914	0.6979849019	0.4092916486
915	0.6980140878	0.409280636
916	0.6980804701	0.4092694323
917	0.6980873036	0.4092531046
918	0.6980788682	0.4092391095
919	0.6981038352	0.409225535
920	0.6981123917	0.4092180785
921	0.6981280662	0.4092017891
922	0.6981631211	0.4091847732
923	0.6981494973	0.4091736076
924	0.6981494586	0.4091649276
925	0.6981282438	0.4091583506
926	0.6981879719	0.4091451203
927	0.6981301601	0.4091326929
928	0.6982002951	0.409106538
929	0.6981699719	0.4090944166
930	0.6981770226	0.4090807273
931	0.6981884581	0.4090732709
932	0.6982019417	0.4090600788
933	0.6982162714	0.4090398508
934	0.698233694	0.4090156079
935	0.6982575478	0.4089899884
936	0.6982683822	0.4089684603
937	0.6983111767	0.4089423055
938	0.6983551267	0.4089203568
939	0.6983607207	0.4088963433
940	0.6983785784	0.4088733239
941	0.6984116255	0.4088477809
942	0.6983901518	0.4088285089
943	0.6984556837	0.4088070956
944	0.6984926345	0.4087919915
945	0.6984835224	0.4087773081
946	0.6985273973	0.4087675192
947	0.698549422	0.4087530269
948	0.6985075747	0.4087445763
949	0.6985506825	0.4087302753
950	0.6985286107	0.4087182685
951	0.6985497527	0.4087085943
952	0.6985125595	0.4086924578
953	0.6985312659	0.4086863397
954	0.6985512543	0.4086765508
955	0.698627144	0.4086585406
956	0.698591781	0.4086425189
957	0.6986093956	0.4086359801
958	0.6986232949	0.4086261147
959	0.6987077404	0.4086096723
960	0.6986644724	0.4085925417
961	0.6986709682	0.40857782
962	0.6986358957	0.4085667692
963	0.6987136762	0.4085592745
964	0.6986713823	0.4085366376
965	0.6986846191	0.4085252809
966	0.698684076	0.4085115916
967	0.6987112856	0.4085057795
968	0.6987164472	0.4084878458
969	0.6987405964	0.4084747301
970	0.6987326609	0.4084632587
971	0.6987583752	0.4084502195
972	0.6987535131	0.4084359567
973	0.6987718982	0.408420585
974	0.6987616209	0.4084072399
975	0.6987232884	0.4083902622
976	0.6987336561	0.4083768024
977	0.6987251272	0.408366784
978	0.6987024158	0.4083562303
979	0.6987159939	0.4083449883
980	0.6987179057	0.4083279341
981	0.6987608302	0.4083190629
982	0.6987543054	0.4083038441
983	0.6987642333	0.4082931375
984	0.6987738955	0.408277001
985	0.6988045442	0.408269774
986	0.6988426488	0.4082563524
987	0.698833962	0.4082444221
988	0.6988319034	0.4082372716
989	0.6988141713	0.4082285916
990	0.6988239227	0.4082142523
991	0.698855276	0.408195745
992	0.6988757811	0.4081845413
993	0.698915623	0.4081711962
994	0.698984412	0.4081533772
995	0.6989215547	0.4081466856
996	0.6990061976	0.4081347553
997	0.6990140653	0.408116554
998	0.6989913279	0.4081070327
999	0.6989662314	0.4080971673
1000	0.6989838516	0.4080894432
1001	0.6989692488	0.4080803425
1002	0.698942127	0.4080704006
1003	0.6990306584	0.4080598851
1004	0.6990764476	0.4080509374
1005	0.6990669905	0.4080336156
1006	0.6991152936	0.4080170967
1007	0.6991335218	0.4080035222
1008	0.6991622743	0.4079873092
1009	0.699166413	0.4079759908
1010	0.6991895272	0.407968152
1011	0.6991963683	0.4079603131
1012	0.699205203	0.4079466239
1013	0.6992612182	0.4079332788
1014	0.6992182977	0.407918366
1015	0.6992122398	0.4079063974
1016	0.6992615843	0.4078937406
1017	0.699272233	0.4078795161
1018	0.6992520975	0.4078670122
1019	0.6993363271	0.4078508757
1020	0.6993544114	0.4078422722
1021	0.6993572598	0.4078345481
1022	0.699369035	0.4078244532
1023	0.6993858094	0.4078108022
1024	0.6993788853	0.4078016251
1025	0.6993799023	0.4077934804
1026	0.6993947126	0.4077883565
1027	0.699406274	0.4077779175
1028	0.6993599716	0.407763234
1029	0.6994187226	0.4077527568
1030	0.6993494511	0.4077364674
1031	0.6993662217	0.4077222811
1032	0.6993796199	0.4077117656
1033	0.6993853705	0.4077063358
1034	0.6993819712	0.4076985352
1035	0.6994068985	0.4076937554
1036	0.6994035211	0.4076829723
1037	0.6994435617	0.4076739099
1038	0.6994426429	0.4076673329
1039	0.6994447403	0.4076547526
1040	0.6994596056	0.4076483668
1041	0.6995095483	0.4076412546
1042	0.699526754	0.4076328039
1043	0.6995407163	0.407616438
1044	0.6995804341	0.4076072227
1045	0.6995407669	0.4076006457
1046	0.6995326173	0.4075931893
1047	0.6995483248	0.4075817561
1048	0.6995455489	0.4075702464
1049	0.6995846919	0.4075569778
1050	0.6996195908	0.4075445887
1051	0.6996028139	0.4075323525
1052	0.6996073621	0.4075256991
1053	0.6996065529	0.4075138452
1054	0.6996559888	0.4075038269
1055	0.6996756024	0.4074929673
1056	0.6996928535	0.4074844402
1057	0.6996996619	0.407479431
1058	0.6997221721	0.407464021
1059	0.6997385524	0.4074593942
1060	0.6997873608	0.4074470433
1061	0.6998107319	0.4074388604
1062	0.6998482756	0.4074289567
1063	0.699864902	0.407418403
1064	0.699897136	0.4074125143
1065	0.6999159973	0.4074041019
1066	0.6999064976	0.407398328
1067	0.6999327278	0.4073888832
1068	0.6999125711	0.4073780618
1069	0.699918465	0.4073662462
1070	0.6999642332	0.4073545836
1071	0.6999778892	0.4073446417
1072	0.700018622	0.4073332085
1073	0.7000482883	0.4073222724
1074	0.7000469804	0.4073130571
1075	0.7000396772	0.4073047594
1076	0.7000456094	0.4072985648
1077	0.7000502848	0.4072833078
1078	0.7000981283	0.4072674008
1079	0.700095079	0.4072526409
1080	0.7001141993	0.4072368485
1081	0.7001332987	0.4072295833
1082	0.7001422328	0.407219259
1083	0.7001290195	0.4072144793
1084	0.700139281	0.4072067934
1085	0.7001268601	0.407196928
1086	0.7001095952	0.4071828564
1087	0.7000917078	0.407173641
1088	0.7000308934	0.4071650757
1089	0.7000322104	0.4071516923
1090	0.7000507248	0.4071337587
1091	0.7000669594	0.4071259963
1092	0.700104104	0.4071164368
1093	0.7000786144	0.4071072597
1094	0.7001029371	0.4070913909
1095	0.7001301797	0.4070781987
1096	0.7001712728	0.4070655419
1097	0.7001001093	0.407054147
1098	0.7001134829	0.4070415666
1099	0.7001311318	0.4070312041
1100	0.700131907	0.4070216064
1101	0.7001069506	0.4070122763
1102	0.7001978625	0.4069988547
1103	0.7002281313	0.4069854714
1104	0.7002644363	0.4069658552
1105	0.7002815389	0.406952969
1106	0.7002895188	0.4069426447
1107	0.7002899565	0.4069330087
1108	0.7002989303	0.40691844
1109	0.7003213342	0.4069107159
1110	0.700339122	0.4069028006
1111	0.7003216936	0.4068838345
1112	0.7003295839	0.4068753839
1113	0.7003380411	0.4068672774
1114	0.700395107	0.4068555383
1115	0.7004021182	0.4068412373
1116	0.700400305	0.4068323661
1117	0.7004107645	0.4068219271
1118	0.7003895409	0.4068134
1119	0.7004134579	0.4068057906
1120	0.7004020902	0.4067942427
1121	0.7003880264	0.4067846832
1122	0.7004457859	0.4067778003
1123	0.7004884627	0.4067660995
1124	0.7004793031	0.4067528691
1125	0.7005152664	0.4067465216
1126	0.70051475	0.4067333677
1127	0.7005411526	0.4067215138
1128	0.7005553656	0.4067137133
1129	0.7005432313	0.4067039626
1130	0.7005410531	0.4066989534
1131	0.7005207892	0.4066895468
1132	0.7005346555	0.4066740221
1133	0.7005858601	0.406658421
1134	0.7005845229	0.4066461848
1135	0.7005793803	0.4066336045
1136	0.7005793614	0.4066217507
1137	0.7006141264	0.4066143707
1138	0.7005847664	0.4066004903
1139	0.7005812524	0.4065947546
1140	0.7005850363	0.4065868011
1141	0.7005737455	0.4065791535
1142	0.7006204645	0.4065721176
1143	0.7006355314	0.4065680644
1144	0.7006011925	0.4065570901
1145	0.7005908608	0.4065475306
1146	0.7005987649	0.406540533
1147	0.7006497766	0.4065278762
1148	0.7007193214	0.406517896
1149	0.7007179747	0.406509063
1150	0.7006426807	0.4064981652
1151	0.7006900695	0.4064910911
1152	0.7006919968	0.4064797344
1153	0.7007217279	0.4064744576
1154	0.7007065347	0.4064639039
1155	0.7006623249	0.4064566004
1156	0.7007155992	0.4064439053
1157	0.7007233765	0.4064342693
1158	0.7007293283	0.4064276924
1159	0.7007278867	0.4064167181
1160	0.7006670239	0.4064065467
1161	0.7007445139	0.4063921692
1162	0.7007736551	0.4063861276
1163	0.7006889332	0.4063761857
1164	0.700708622	0.4063682704
1165	0.7007583198	0.4063581373
1166	0.7007626466	0.4063518663
1167	0.7007413059	0.4063445628
1168	0.700789935	0.4063313706
1169	0.7007962715	0.4063202051
1170	0.7008641768	0.4063105691
1171	0.7008885109	0.4063026538
1172	0.7008764701	0.4062939356
1173	0.700862545	0.4062786786
1174	0.7008960484	0.4062738988
1175	0.7009047661	0.4062636128
1176	0.700924887	0.406254665
1177	0.7008914192	0.4062472086
1178	0.7009197633	0.4062366549
1179	0.7008951444	0.4062247629
1180	0.7009123136	0.4062131002
1181	0.7009567255	0.4062003287
1182	0.7008974446	0.4061814009
1183	0.7009186508	0.4061750533
1184	0.7009416823	0.4061617083
1185	0.700901249	0.4061579992
1186	0.7009547789	0.4061510398
1187	0.7009608349	0.4061428569
1188	0.7009329015	0.4061376565
1189	0.7010067989	0.4061281352
1190	0.7010432815	0.4061186904
1191	0.7010219419	0.4061078308
1192	0.7010127002	0.4060970094
1193	0.7010568021	0.4060856527
1194	0.7010762438	0.4060804141
1195	0.7010564515	0.4060713517
1196	0.7010917084	0.4060615627
1197	0.7011099147	0.4060571653
1198	0.7011188306	0.4060479882
1199	0.7011313615	0.4060424437
1200	0.701174625	0.4060353314
1201	0.701174408	0.4060281426
1202	0.7011943566	0.4060220245
1203	0.7012127097	0.4060095589
1204	0.7011986526	0.4060066146
1205	0.7011742671	0.406002179
1206	0.7011915076	0.4059962903
1207	0.7011624479	0.4059865013
1208	0.7012141646	0.4059791214
1209	0.70123795	0.4059676882
1210	0.7012773159	0.4059566756
1211	0.7013348548	0.4059453572
1212	0.7013137489	0.4059353388
1213	0.701329631	0.4059264675
1214	0.7013278983	0.4059204642
1215	0.7013050726	0.4059140019
1216	0.7013087509	0.405900198
1217	0.7012867519	0.4058888413
1218	0.7013028839	0.4058809642
1219	0.70130239	0.4058721695
1220	0.7013507791	0.4058662043
1221	0.7012989095	0.4058547711
1222	0.7013096446	0.4058406613
1223	0.7013282711	0.4058337019
1224	0.7013363674	0.405824066
1225	0.7013488444	0.4058135505
1226	0.7013790052	0.4058018879
1227	0.7014126707	0.4057921371
1228	0.7014100487	0.4057838012
1229	0.7013937527	0.405775083
1230	0.701392716	0.4057707238
1231	0.7014464652	0.4057584112
1232	0.7014526306	0.405748584
1233	0.7014771891	0.4057436895
1234	0.7014949544	0.40573478
1235	0.7015178687	0.4057272854
1236	0.7014738241	0.4057154315
1237	0.7015222672	0.4057096194
1238	0.7014996311	0.4056995627
1239	0.7015362583	0.4056893532
1240	0.7015377659	0.4056788759
1241	0.7014897472	0.4056730255
1242	0.7015038109	0.4056641925
1243	0.701515458	0.4056545947
1244	0.701514037	0.4056491649
1245	0.7015770026	0.4056372729
1246	0.7015646597	0.4056344815
1247	0.7015847853	0.4056294341
1248	0.701550575	0.4056208688
1249	0.7015622655	0.4056113475
1250	0.7015296919	0.4056024762
1251	0.7015517547	0.4055943698
1252	0.7015832893	0.4055820571
1253	0.7015922039	0.4055647352
1254	0.70160546	0.4055537992
1255	0.7016363498	0.4055430925
1256	0.7016462596	0.4055353302
1257	0.7016283372	0.4055271472
1258	0.701570976	0.4055208379
1259	0.7016135409	0.4055127314
1260	0.7016163563	0.4055076075
1261	0.7016322354	0.4054964803
1262	0.7016309781	0.405490821
1263	0.7016290712	0.4054829822
1264	0.701630324	0.4054704019
1265	0.7016433837	0.4054626013
1266	0.7016461441	0.405457248
1267	0.701632058	0.4054486062
1268	0.7016863902	0.4054382819
1269	0.7016495698	0.4054298695
1270	0.7016960711	0.4054198129
1271	0.7017386259	0.4054078826
1272	0.7017188284	0.4053979789
1273	0.7016944242	0.405386584
1274	0.7017112947	0.4053820337
1275	0.7017219459	0.4053758009
1276	0.701692499	0.4053684974
1277	0.7017121424	0.4053593202
1278	0.7017262959	0.4053516344
1279	0.7017397771	0.4053434897
1280	0.7017781582	0.405328118
1281	0.701805891	0.4053166465
1282	0.7018268975	0.4053073547
1283	0.7018385066	0.4052968774
1284	0.7018520222	0.4052896122
1285	0.7018703657	0.4052836471
1286	0.701883374	0.4052708373
1287	0.7018869229	0.4052659428
1288	0.7019142107	0.4052491946
1289	0.7019179151	0.4052443766
1290	0.7018893361	0.4052383349
1291	0.7018603578	0.4052294255
1292	0.7018885489	0.4052195983
1293	0.7019595993	0.4052101152
1294	0.701951402	0.4051998292
1295	0.7019113729	0.4051888549
1296	0.701970699	0.4051766951
1297	0.7020245199	0.4051684357
1298	0.7019964554	0.4051637707
1299	0.7019309262	0.405152414
1300	0.7019496302	0.4051457605
1301	0.7019338325	0.4051359716
1302	0.7018881011	0.405125762
1303	0.7019039702	0.4051067577
1304	0.7018865554	0.4050960128
1305	0.7019246012	0.4050884416
1306	0.7019229781	0.4050814823
1307	0.7019764461	0.4050746377
1308	0.7019875	0.4050674489
1309	0.7020058898	0.405053645
1310	0.7020637753	0.405043206
1311	0.7019974922	0.4050372408
1312	0.7020149181	0.4050308933
1313	0.7020314464	0.4050203396
1314	0.7020218221	0.4050114301
1315	0.7020605328	0.4050029413
1316	0.7020958187	0.4049919287
1317	0.7020681129	0.404975601
1318	0.7020751032	0.4049688711
1319	0.7020580376	0.4049623707
1320	0.7020718451	0.4049569026
1321	0.7020812964	0.404951511
1322	0.7020908965	0.4049424869
1323	0.7021355602	0.4049325832
1324	0.7021382265	0.4049272299
1325	0.7021630163	0.4049168673
1326	0.7021471197	0.4049133112
1327	0.7021439714	0.4049089903
1328	0.7021299363	0.4049033311
1329	0.7021467702	0.4048971365
1330	0.7021563669	0.4048853592
1331	0.7022183023	0.4048736583
1332	0.7022037401	0.4048636782
1333	0.7022017339	0.4048463563
1334	0.7022380888	0.4048378292
1335	0.7022460088	0.4048213486
1336	0.702272669	0.4048060151
1337	0.7022284219	0.4048011207
1338	0.7022145663	0.4047971057
1339	0.7022438071	0.404790414
1340	0.7022360221	0.4047790955
1341	0.7022511605	0.4047738187
1342	0.7022829363	0.4047657122
1343	0.7022766372	0.4047589058
1344	0.7023114447	0.404746096
1345	0.7022911508	0.4047374542
1346	0.7023141969	0.4047305714
1347	0.7023051561	0.4047275123
1348	0.7023099131	0.4047226943
1349	0.7023107102	0.4047090051
1350	0.7022980454	0.4047039959
1351	0.7023132524	0.4046940158
1352	0.7023250848	0.4046859093
1353	0.7023295845	0.4046795235
1354	0.7023140558	0.4046691228
1355	0.7023086571	0.4046599074
1356	0.7023096533	0.404646677
1357	0.7022911378	0.4046361233
1358	0.7023167755	0.4046240401
1359	0.7023004062	0.4046166219
1360	0.7023045095	0.4046121098
1361	0.7022689192	0.4046096626
1362	0.7022895711	0.4046058005
1363	0.7022629439	0.4045983441
1364	0.7022901089	0.4045914612
1365	0.7022825387	0.404584196
1366	0.7022971905	0.4045797986
1367	0.7022850724	0.4045718068
1368	0.7023158386	0.4045654976
1369	0.7022986896	0.4045602972
1370	0.702340342	0.4045508524
1371	0.7023274308	0.4045385779
1372	0.702295119	0.4045349453
1373	0.7023014834	0.4045269536
1374	0.7023223692	0.4045208737
1375	0.7023417154	0.4045154057
1376	0.7023337816	0.4045108553
1377	0.7023518443	0.4045030165
1378	0.7023406782	0.4044916981
1379	0.7023300852	0.4044837063
1380	0.7023317973	0.404477397
1381	0.7023377061	0.4044692905
1382	0.7023065789	0.4044578956
1383	0.7023635568	0.4044455064
1384	0.7023625974	0.4044333467
1385	0.7023331639	0.4044263492
1386	0.702338542	0.4044222959
1387	0.7023481867	0.4044156425
1388	0.7023218367	0.4044093715
1389	0.7023809307	0.4044063124
1390	0.7023621925	0.4043933879
1391	0.7023859757	0.404387614
1392	0.7024168597	0.4043799664
1393	0.7024132627	0.4043670037
1394	0.7023515448	0.4043546527
1395	0.7023804032	0.404346508
1396	0.7024035584	0.4043379045
1397	0.7024078598	0.4043351896
1398	0.7023933693	0.4043231828
1399	0.7023606628	0.4043129732
1400	0.7024148869	0.4043060904
1401	0.7024234033	0.4043019224
1402	0.702414458	0.4042947337
1403	0.7024220697	0.4042899157
1404	0.7024677518	0.4042813121
1405	0.7024432871	0.4042675846
1406	0.702428906	0.4042647168
1407	0.7024468464	0.4042583692
1408	0.7024976122	0.4042502628
1409	0.7025211462	0.4042423857
1410	0.7024879159	0.4042337057
1411	0.7025196388	0.4042289642
1412	0.7025909711	0.4042197105
1413	0.7025964661	0.4042123306
1414	0.7025970291	0.4042063654
1415	0.7025615874	0.404193441
1416	0.7025916637	0.4041859845
1417	0.7025938655	0.4041784899
1418	0.702595062	0.404170154
1419	0.7025887091	0.4041633476
1420	0.7025929347	0.4041582237
1421	0.7025877457	0.4041560441
1422	0.7025698234	0.4041495437
1423	0.7025591658	0.4041436167
1424	0.7025591478	0.4041400606
1425	0.7026088437	0.4041273273
1426	0.7026039572	0.4041236182
1427	0.70258325	0.4041160088
1428	0.7025878272	0.4041116115
1429	0.7025879444	0.404100293
1430	0.7026175382	0.4040939837
1431	0.7026332136	0.404087445
1432	0.7026872276	0.4040791473
1433	0.7026767086	0.4040788414
1434	0.7027073372	0.4040685554
1435	0.7027247236	0.4040540249
1436	0.7027607375	0.4040467979
1437	0.7027572431	0.4040373531
1438	0.7027600397	0.404029782
1439	0.7027279595	0.4040221726
1440	0.7027760366	0.4040115042
1441	0.702771699	0.4040004151
1442	0.7027906269	0.4039917733
1443	0.7027673786	0.4039847757
1444	0.7027641695	0.4039799577
1445	0.7027530535	0.4039740691
1446	0.7027607366	0.403967951
1447	0.7027612445	0.4039614887
1448	0.7027694615	0.4039516616
1449	0.7027929949	0.4039391959
1450	0.7028217925	0.4039306306
1451	0.7028298923	0.403921377
1452	0.7028408781	0.4039195798
1453	0.7028471638	0.4039111292
1454	0.7028113435	0.4039033286
1455	0.7028099496	0.4038965222
1456	0.7028586299	0.4038925837
1457	0.7028617058	0.4038872686
1458	0.7028760335	0.4038817623
1459	0.7028629757	0.4038781679
1460	0.7028799716	0.4038699085
1461	0.7028699545	0.4038601196
1462	0.7028841361	0.4038534279
1463	0.7029343953	0.4038490305
1464	0.7029296356	0.4038437154
1465	0.7029487049	0.4038389739
1466	0.7029105252	0.4038283437
1467	0.7029220498	0.4038249405
1468	0.7029348721	0.4038164899
1469	0.702977619	0.4038071216
1470	0.702925365	0.4037996269
1471	0.702957179	0.4037961473
1472	0.7029631795	0.4037896085
1473	0.7029826814	0.4037805844
1474	0.7030478683	0.4037680423
1475	0.7030907296	0.403758368
1476	0.7030508502	0.4037519823
1477	0.7030241281	0.4037470878
1478	0.7029904765	0.4037422698
1479	0.7029681542	0.4037376812
1480	0.7029863608	0.4037342398
1481	0.7030187121	0.4037286953
1482	0.7030298565	0.4037215447
1483	0.7030402194	0.4037126735
1484	0.7030454632	0.4037082761
1485	0.7030819609	0.4037003608
1486	0.7030975845	0.4036910308
1487	0.7030998196	0.4036825419
1488	0.7030940578	0.403679827
1489	0.703108973	0.4036750855
1490	0.7031393379	0.4036677438
1491	0.7031421026	0.4036590637
1492	0.703169111	0.4036492365
1493	0.7031877268	0.403639524
1494	0.7032088146	0.4036274026
1495	0.7032325636	0.4036142487
1496	0.703213438	0.4036112279
1497	0.7031766084	0.4036026625
1498	0.7031906106	0.4036014772
1499	0.7032298438	0.4035827405
1500	0.7032510294	0.4035791079
1501	0.7032544769	0.4035714985
1502	0.7032579355	0.4035672923
1503	0.7032687358	0.4035600271
1504	0.7033047514	0.4035568151
1505	0.7032612552	0.4035494351
1506	0.7032436947	0.403539302
1507	0.7032648636	0.4035287101
1508	0.7032597728	0.4035225155
1509	0.7032505787	0.403516971
1510	0.7033141975	0.4035077556
1511	0.7033062006	0.4035036259
1512	0.7032919635	0.403495137
1513	0.7032701295	0.4034871453
1514	0.7033003063	0.4034833597
1515	0.7033064416	0.4034780064
1516	0.703322181	0.4034738002
1517	0.703319968	0.4034667644
1518	0.703362535	0.403464623
1519	0.7033359653	0.4034460776
1520	0.7033627674	0.4034380093
1521	0.7033978114	0.4034284116
1522	0.7033430058	0.4034253908
1523	0.7033581488	0.4034195786
1524	0.7033708168	0.4034125428
1525	0.7033780733	0.4034101338
1526	0.7034076281	0.4034036715
1527	0.703394581	0.4033956415
1528	0.7033960886	0.4033851643
1529	0.7034360038	0.4033739988
1530	0.7034519119	0.4033670012
1531	0.7034415948	0.4033600801
1532	0.7034688407	0.403354765
1533	0.7034817925	0.4033486852
1534	0.7034469579	0.4033432554
1535	0.7034646644	0.4033316692
1536	0.7034724448	0.4033291073
1537	0.7034821877	0.4033253599
1538	0.703473029	0.4033205037
1539	0.7034872638	0.4033171005
1540	0.7034811395	0.4033125502
1541	0.7035390979	0.4033014994
1542	0.7035406937	0.4032953048
1543	0.7035457665	0.4032888043
1544	0.7035607313	0.4032875807
1545	0.7035293038	0.4032829921
1546	0.7035564673	0.4032732797
1547	0.7035663542	0.4032664733
1548	0.703550236	0.4032550401
1549	0.7035555395	0.4032543136
1550	0.70355505	0.4032512928
1551	0.7035766819	0.4032452511
1552	0.703559245	0.4032334738
1553	0.7035972221	0.403228694
1554	0.70359835	0.4032181021
1555	0.7036040988	0.4032142783
1556	0.703571042	0.403208925
1557	0.7036199333	0.403193515
1558	0.7036403486	0.4031863645
1559	0.7036370149	0.403177455
1560	0.7036675497	0.4031702662
1561	0.7036767237	0.4031680867
1562	0.7036637515	0.4031629245
1563	0.7036289725	0.403159139
1564	0.7036814419	0.4031521032
1565	0.7036880227	0.4031476293
1566	0.7037082267	0.4031386433
1567	0.7037526028	0.4031298104
1568	0.7037302248	0.4031210538
1569	0.7037102315	0.403113368
1570	0.7037695485	0.4031055674
1571	0.7037265555	0.4030984169
1572	0.7037030881	0.4030850336
1573	0.7036980673	0.4030744798
1574	0.70372084	0.4030661057
1575	0.7037381883	0.403061173
1576	0.7037171029	0.4030548255
1577	0.7037588994	0.403047369
1578	0.7037296416	0.4030414421
1579	0.7037385468	0.4030354388
1580	0.7037283184	0.4030304296
1581	0.70376073	0.4030191876
1582	0.7037576299	0.4030108517
1583	0.7037332648	0.4030000685
1584	0.7037172593	0.4029931474
1585	0.7037381411	0.4029841615
1586	0.7037515932	0.4029815231
1587	0.7037707572	0.4029759785
1588	0.7037703483	0.4029719253
1589	0.7037652621	0.4029627099
1590	0.7037216856	0.402958542
1591	0.7037220589	0.4029540681
1592	0.7037176909	0.4029444703
1593	0.70373562	0.4029332666
1594	0.7037360874	0.4029285633
1595	0.7037648041	0.4029244336
1596	0.7037646229	0.4029203803
1597	0.7037438188	0.4029184302
1598	0.7037174384	0.4029116238
1599	0.7037526797	0.4029048557
1600	0.703763559	0.4028994259
1601	0.7037418216	0.4028971316
1602	0.7038112202	0.4028889869
1603	0.7038145459	0.4028842836
1604	0.7038454038	0.4028796568
1605	0.7038291419	0.4028760242
1606	0.703824903	0.4028751447
1607	0.7038171856	0.4028722004
1608	0.703852093	0.4028661587
1609	0.7038032975	0.4028588935
1610	0.7038289617	0.4028525842
1611	0.7038231124	0.4028513606
1612	0.7038326058	0.4028382832
1613	0.7038350191	0.4028340387
1614	0.7038458726	0.402825244
1615	0.7038655493	0.4028211143
1616	0.7038690374	0.4028149962
1617	0.7038532434	0.4028092222
1618	0.7038579545	0.4028016129
1619	0.7038934717	0.4027980185
1620	0.7038920327	0.4027939652
1621	0.7039007156	0.4027851322
1622	0.7039213831	0.4027792053
1623	0.7038985377	0.4027712518
1624	0.7039057689	0.4027644454
1625	0.7039739404	0.4027578685
1626	0.7039529455	0.4027462059
1627	0.7040051375	0.4027336255
1628	0.7040001345	0.40272984
1629	0.7040107749	0.4027259014
1630	0.7039951724	0.4027215805
1631	0.7040010404	0.4027127858
1632	0.7039730589	0.4027083884
1633	0.7040031956	0.4027024997
1634	0.7039780151	0.4027008555
1635	0.7039618123	0.4026952727
1636	0.7039752985	0.4026896135
1637	0.7040184242	0.4026868986
1638	0.7039935709	0.4026836484
1639	0.7039674983	0.4026789451
1640	0.7040008054	0.4026697297
1641	0.7040056149	0.4026637645
1642	0.7040203295	0.4026581053
1643	0.7040679586	0.4026412041
1644	0.7040832994	0.402639751
1645	0.7040762317	0.4026306121
1646	0.7040757085	0.4026203261
1647	0.7041242335	0.4026101165
1648	0.7041434147	0.4026057574
1649	0.7041476654	0.4026022777
1650	0.7041361773	0.4025985686
1651	0.7041429718	0.402593177
1652	0.7041916664	0.4025828145
1653	0.7042049129	0.4025750522
1654	0.7042177956	0.40256924
1655	0.7042438439	0.4025643073
1656	0.7042760397	0.4025573097
1657	0.7042792729	0.4025526447
1658	0.7042881035	0.4025479031
1659	0.7042970253	0.402541288
1660	0.7043135104	0.4025391466
1661	0.7043046673	0.4025363552
1662	0.7043131396	0.4025331432
1663	0.7043162635	0.4025231249
1664	0.7043508026	0.4025173892
1665	0.7043656141	0.4025102004
1666	0.7043609259	0.4025038911
1667	0.7043766595	0.4024916932
1668	0.7043874118	0.4024877164
1669	0.704395687	0.4024837396
1670	0.7043931703	0.4024814071
1671	0.7044235219	0.402473836
1672	0.7044548656	0.4024678326
1673	0.7044342577	0.4024617527
1674	0.7044396049	0.4024598408
1675	0.7044755443	0.4024523844
1676	0.7044507029	0.4024474517
1677	0.7044696095	0.4024393452
1678	0.7044687747	0.4024369362
1679	0.7044582798	0.40243273
1680	0.7044784551	0.4024309328
1681	0.7044696672	0.4024241647
1682	0.7044505596	0.4024201879
1683	0.7044556352	0.4024154082
1684	0.7045032735	0.4024103225
1685	0.7045077184	0.4024052368
1686	0.7045315313	0.4023977804
1687	0.7045214885	0.4023926183
1688	0.7045450909	0.4023875326
1689	0.7046005757	0.402378929
1690	0.7045755969	0.402371052
1691	0.7045793183	0.4023645898
1692	0.7045786634	0.402355642
1693	0.7046132475	0.402346159
1694	0.7046368467	0.4023423352
1695	0.7046140041	0.4023356053
1696	0.7046106195	0.4023304049
1697	0.7046136751	0.4023240574
1698	0.7046147141	0.4023130448
1699	0.7045813523	0.4023031794
1700	0.7045855908	0.4022979025
1701	0.7046184125	0.4022873488
1702	0.7046301655	0.4022810395
1703	0.7046301	0.4022757244
1704	0.7046528235	0.4022683445
1705	0.7046298085	0.4022575614
1706	0.7046687635	0.4022510226
1707	0.7046695439	0.4022416543
1708	0.7046650314	0.4022340449
1709	0.7046718818	0.4022200116
1710	0.7046869902	0.4022180614
1711	0.704685124	0.4022156906
1712	0.7046745851	0.4022149641
1713	0.7046908823	0.4022065135
1714	0.7046758436	0.4022033015
1715	0.7046773735	0.4021979864
1716	0.7046772815	0.4021938185
1717	0.7046917478	0.4021854443
1718	0.7047061782	0.4021818499
1719	0.7046964041	0.4021766878
