iter	Passed	Remaining
1556	17817	39399
1557	17827	39384
1558	17836	39369
1559	17848	39358
1560	17859	39345
1561	17869	39330
1562	17880	39318
1563	17891	39305
1564	17900	39290
1565	17912	39279
1566	17927	39274
1567	17938	39262
1568	17947	39246
1569	17958	39233
1570	17967	39218
1571	17979	39206
1572	17989	39192
1573	18000	39179
1574	18010	39165
1575	18020	39150
1576	18031	39139
1577	18041	39124
1578	18051	39109
1579	18061	39095
1580	18070	39079
1581	18080	39064
1582	18090	39049
1583	18100	39035
1584	18113	39026
1585	18126	39019
1586	18136	39004
1587	18147	38992
1588	18158	38978
1589	18167	38963
1590	18178	38951
1591	18189	38937
1592	18206	38938
1593	18215	38922
1594	18227	38911
1595	18236	38894
1596	18246	38880
1597	18257	38868
1598	18267	38853
1599	18276	38838
1600	18288	38827
1601	18299	38814
1602	18309	38800
1603	18322	38792
1604	18333	38780
1605	18342	38764
1606	18354	38752
1607	18364	38738
1608	18375	38726
1609	18386	38714
1610	18403	38714
1611	18413	38700
1612	18425	38689
1613	18436	38677
1614	18447	38665
1615	18457	38651
1616	18467	38637
1617	18477	38623
1618	18487	38608
1619	18499	38597
1620	18509	38583
1621	18521	38573
1622	18533	38563
1623	18546	38553
1624	18557	38541
1625	18567	38527
1626	18577	38514
1627	18588	38500
1628	18598	38486
1629	18609	38474
1630	18621	38464
1631	18632	38452
1632	18643	38441
1633	18654	38428
1634	18665	38415
1635	18675	38400
1636	18686	38388
1637	18695	38373
1638	18705	38358
1639	18715	38343
1640	18728	38336
1641	18740	38324
1642	18751	38312
1643	18761	38298
1644	18771	38284
1645	18781	38271
1646	18791	38257
1647	18801	38242
1648	18811	38227
1649	18820	38212
1650	18832	38201
1651	18843	38188
1652	18854	38176
1653	18864	38162
1654	18874	38148
1655	18885	38136
1656	18896	38123
1657	18906	38109
1658	18917	38097
1659	18930	38089
1660	18943	38080
1661	18955	38071
1662	18966	38057
1663	18977	38046
1664	18988	38033
1665	18998	38020
1666	19009	38007
1667	19020	37995
1668	19031	37982
1669	19047	37981
