iter	TotalF1	Logloss
882	0.7327390289	0.5339992697
883	0.732702087	0.5339771081
884	0.7327455828	0.5339533599
885	0.7327506506	0.5339324267
886	0.7327309887	0.5339091903
887	0.7327277117	0.5338962925
888	0.7327238426	0.533877253
889	0.7327089446	0.5338453669
890	0.7327804475	0.5338213116
891	0.7328284191	0.5338041146
892	0.7328078617	0.533784768
893	0.7328656638	0.533766445
894	0.73289754	0.533737118
895	0.7328537405	0.533716543
896	0.7328719157	0.5336946373
897	0.7328498713	0.5336710938
898	0.7328424223	0.5336507236
899	0.7328144159	0.5336306604
900	0.7328308013	0.5336103926
901	0.7328564255	0.533590227
902	0.7328424223	0.5335733883
903	0.7328260368	0.5335559866
904	0.7328474888	0.5335393526
905	0.7328605973	0.5335255848
906	0.7328483834	0.5335124823
907	0.7329076732	0.5334895018
908	0.7329306131	0.5334750174
909	0.7329240588	0.533458537
910	0.7329356796	0.5334410329
911	0.7329833486	0.5334199973
912	0.7329446162	0.5334032609
913	0.7329744117	0.5333866269
914	0.7328945646	0.5333667685
915	0.7329267425	0.5333478825
916	0.7329508767	0.5333285359
917	0.7329747117	0.5333059649
918	0.7329762005	0.5332861064
919	0.7329589203	0.5332711614
920	0.7330879278	0.5332488975
921	0.7331013333	0.5332333383
922	0.7331212927	0.5332171137
923	0.7331781977	0.5332045231
924	0.7332068028	0.5331891175
925	0.7332556606	0.5331719205
926	0.7332753262	0.533157129
927	0.7332642921	0.5331319989
928	0.7332064958	0.533112294
929	0.7332401649	0.5330920261
930	0.7332169291	0.5330721677
931	0.7332026322	0.533054766
932	0.7331927997	0.5330377737
933	0.7332431498	0.5330192972
934	0.7332431498	0.5330010766
935	0.7332449352	0.5329891513
936	0.7332342097	0.5329682692
937	0.7332690632	0.5329490249
938	0.7333012391	0.5329327492
939	0.7333262572	0.5329177019
940	0.7332979614	0.5329041899
941	0.7333262572	0.5328862252
942	0.7334111667	0.5328689259
943	0.733429339	0.5328456383
944	0.7334337949	0.5328275712
945	0.7334430233	0.5328138034
946	0.7334403509	0.5328022875
947	0.7334734165	0.5327806889
948	0.7333774964	0.5327614447
949	0.7334287349	0.5327512084
950	0.7333831607	0.5327336019
951	0.7334376775	0.5327216255
952	0.7334886288	0.5326961371
953	0.733482073	0.5326722353
954	0.7335324204	0.5326528375
955	0.733524082	0.5326395303
956	0.7335902144	0.5326219238
957	0.7335407585	0.532602219
958	0.7335190212	0.5325813881
959	0.7334901236	0.532567262
960	0.7335330242	0.5325354783
961	0.7335827674	0.5325214033
962	0.7335800939	0.5325078914
963	0.7335833718	0.5324899267
964	0.7335940968	0.5324660249
965	0.7336429482	0.5324520524
966	0.7336313322	0.5324364932
967	0.7336402749	0.5324236978
968	0.7336599424	0.5324031229
969	0.7336664982	0.5323869495
970	0.7337227969	0.5323682171
971	0.7337567533	0.5323510712
972	0.7337749249	0.532330701
973	0.7337403629	0.5323154489
974	0.7338038213	0.5322920078
975	0.7338428345	0.5322777281
976	0.7338419445	0.5322583815
977	0.7338741185	0.5322389837
978	0.7338264433	0.532218767
979	0.7338877917	0.5321940463
980	0.7338886809	0.5321819675
981	0.7338580074	0.5321597547
982	0.7338728996	0.5321441955
983	0.7339250215	0.5321194749
984	0.7339252978	0.5321056559
985	0.7339830857	0.5320821124
986	0.73396703	0.5320614862
987	0.7339241325	0.5320418837
988	0.7339488597	0.5320254032
989	0.7339455813	0.5320139386
990	0.7339786432	0.5320021668
991	0.7339685304	0.5319853793
992	0.7339521382	0.5319746823
993	0.7339580833	0.5319558987
994	0.7339628626	0.5319394183
995	0.7340421002	0.5319256504
996	0.7340769384	0.5319105007
997	0.734140395	0.5318867013
998	0.7341058322	0.5318673035
999	0.7341296709	0.5318457049
1000	0.7341445619	0.5318155078
1001	0.7341505045	0.5317959053
1002	0.7341981824	0.5317751256
1003	0.734210066	0.5317518892
1004	0.734304189	0.5317353064
1005	0.7343074679	0.5317212315
1006	0.7342934652	0.5317029597
1007	0.73430091	0.5316820264
1008	0.7343196964	0.5316604278
1009	0.734303919	0.5316489631
1010	0.7342997527	0.5316329433
1011	0.7343360907	0.5316165652
1012	0.7343566511	0.5315982423
1013	0.734349822	0.531582376
1014	0.734349822	0.5315666121
1015	0.7343804903	0.5315406119
1016	0.7343250952	0.5315243873
1017	0.7343215431	0.531504273
1018	0.7343751637	0.5314878949
1019	0.7343692206	0.5314753554
1020	0.7344097268	0.531458312
1021	0.7344016665	0.5314398355
1022	0.734418948	0.5314218707
1023	0.7343662156	0.5314053903
1024	0.7343796028	0.5313837917
1025	0.7343992755	0.5313668506
1026	0.7344559019	0.5313511891
1027	0.7343796028	0.5313376771
1028	0.7344147814	0.5313203778
1029	0.734429672	0.5313091179
1030	0.7344403961	0.5312923303
1031	0.7344397801	0.5312669955
1032	0.7344692893	0.5312514875
1033	0.7344636193	0.5312327038
1034	0.734429672	0.5312122824
1035	0.7344520078	0.5311966721
1036	0.7344651228	0.5311840302
1037	0.7344782379	0.531165912
1038	0.7344460658	0.5311534237
1039	0.7344722952	0.5311364314
1040	0.7345589758	0.5311161635
1041	0.7345896441	0.5310889861
1042	0.7346349313	0.5310740411
1043	0.7346572663	0.5310588402
1044	0.7347150517	0.5310443047
1045	0.7346944911	0.5310313046
1046	0.7347069887	0.531010576
1047	0.7347334885	0.5309946074
1048	0.7347069887	0.5309824774
1049	0.7348035019	0.5309583709
1050	0.734782321	0.5309433235
1051	0.7347534294	0.5309294022
1052	0.7347912721	0.5309140989
1053	0.7347278168	0.5308981302
1054	0.7347805485	0.5308833388
1055	0.7347185991	0.5308660906
1056	0.734702204	0.5308527834
1057	0.7347111544	0.5308342045
1058	0.7347516567	0.5308213068
1059	0.7347013174	0.5308055941
1060	0.7347582148	0.5307915191
1061	0.7347418195	0.5307761647
1062	0.7347834712	0.530762448
1063	0.7347998674	0.5307468377
1064	0.7348186567	0.5307322509
1065	0.7348359386	0.5307132626
1066	0.7348779466	0.5306880813
1067	0.7348913274	0.5306645378
1068	0.7348794535	0.5306508723
1069	0.7348603991	0.5306356714
1070	0.7349479597	0.5306197028
1071	0.7349017867	0.5306069074
1072	0.7349372362	0.5305822379
1073	0.7349506172	0.5305709268
1074	0.7349372362	0.530557722
1075	0.7348949625	0.5305440565
1076	0.7349172961	0.5305290091
1077	0.7349223475	0.5305125799
1078	0.7349429085	0.5304979931
1079	0.7349750791	0.5304832528
1080	0.7350146938	0.5304660559
1081	0.7350343689	0.5304518274
1082	0.7350709678	0.5304277721
1083	0.7350534226	0.5304143625
1084	0.7350781487	0.5304000829
1085	0.7350894936	0.5303865198
1086	0.7350930371	0.5303745945
1087	0.7351195343	0.5303592912
1088	0.7351278637	0.5303398934
1089	0.7351534748	0.5303256649
1090	0.7351204197	0.530306779
1091	0.7350792971	0.5302898379
1092	0.7351269783	0.5302709007
1093	0.7350956938	0.5302508376
1094	0.7351578993	0.5302314909
1095	0.7351787192	0.5302160853
1096	0.7351903264	0.5302012427
1097	0.7351977697	0.5301873213
1098	0.7351489454	0.5301759078
1099	0.7351349429	0.5301606557
1100	0.7351563889	0.5301476556
1101	0.7351244774	0.5301330689
1102	0.7352102606	0.5301180215
1103	0.7351792305	0.5300992891
1104	0.7352170748	0.5300843441
1105	0.7352122818	0.5300692455
1106	0.7352006759	0.5300529186
1107	0.7352418001	0.5300372059
1108	0.7353028565	0.5300234892
1109	0.7352632456	0.530011308
1110	0.7352742208	0.5299970284
1111	0.7352634982	0.5299829535
1112	0.7352998286	0.5299680597
1113	0.7353593685	0.5299566974
1114	0.7353576037	0.5299338704
1115	0.7354073023	0.5299166222
1116	0.7354293808	0.5299061812
1117	0.7354243359	0.5298925669
1118	0.7354151282	0.529872862
1119	0.7354845082	0.529859043
1120	0.7354993929	0.5298487044
1121	0.7354687408	0.529833094
1122	0.7354753007	0.5298191214
1123	0.7354952306	0.5298054048
1124	0.73552828	0.5297940425
1125	0.7355309259	0.5297800699
1126	0.7355249999	0.529766558
1127	0.7355234837	0.5297513571
1128	0.7354921989	0.5297365656
1129	0.735499641	0.5297241797
1130	0.7355038029	0.529713841
1131	0.7355055661	0.529689581
1132	0.735533571	0.5296762226
1133	0.7355922244	0.5296588209
1134	0.73560887	0.5296398838
1135	0.7356436777	0.5296212025
1136	0.7356535191	0.5296086118
1137	0.7356082316	0.5295927456
1138	0.7356067117	0.5295794384
1139	0.735585268	0.5295692021
1140	0.735602551	0.5295541547
1141	0.7356362363	0.5295442767
1142	0.7356323161	0.52952406
1143	0.7356561602	0.5295090638
1144	0.7357371327	0.5294964731
1145	0.73571897	0.5294768194
1146	0.7356966467	0.5294637681
1147	0.735689444	0.5294501027
1148	0.7356671211	0.5294381262
1149	0.7356817643	0.52942313
1150	0.735676963	0.5294060354
1151	0.7357180901	0.5293935471
1152	0.735745215	0.5293785509
1153	0.7357848211	0.5293679563
1154	0.7358178658	0.529348405
1155	0.7358509102	0.5293348931
1156	0.7358874706	0.5293206134
1157	0.7359121942	0.529306385
1158	0.735897313	0.5292917471
1159	0.7358714739	0.5292776721
1160	0.7358616318	0.5292670264
1161	0.7358666712	0.5292545381
1162	0.7358756341	0.5292404632
1163	0.7358428267	0.5292262859
1164	0.7358741119	0.5292089865
1165	0.7359080344	0.5291956282
1166	0.735936039	0.5291842659
1167	0.7359708392	0.529171624
1168	0.7359717176	0.5291581633
1169	0.7359973194	0.5291438325
1170	0.7360113216	0.5291322143
1171	0.7360666837	0.5291178834
1172	0.736079808	0.5290972573
1173	0.7360979692	0.5290811863
1174	0.7361209366	0.5290682374
1175	0.7361078124	0.5290521152
1176	0.7361006024	0.5290387568
1177	0.7361226926	0.5290283669
1178	0.736144782	0.529015981
1179	0.7361397445	0.5289958155
1180	0.736154625	0.5289825595
1181	0.7361174236	0.5289651578
1182	0.7361489411	0.5289503151
1183	0.7361596623	0.5289391576
1184	0.7361817513	0.5289242637
1185	0.7362130367	0.52891024
1186	0.7362130367	0.5288984682
1187	0.7362666429	0.5288857752
1188	0.7362865603	0.5288686806
1189	0.7363196013	0.5288593144
1190	0.7363055991	0.5288464166
1191	0.736320479	0.5288350032
1192	0.7363351291	0.5288211842
1193	0.7363583268	0.5288054714
1194	0.7363427985	0.5287912941
1195	0.7363609593	0.5287780893
1196	0.7363561512	0.5287655498
1197	0.736377593	0.5287552624
1198	0.7364171951	0.5287423134
1199	0.7364261621	0.5287267031
1200	0.7363981577	0.5287121675
1201	0.7363511156	0.5286952264
1202	0.7363743117	0.5286852972
1203	0.7363760655	0.5286721436
1204	0.7364064743	0.5286602183
1205	0.7364169681	0.5286425606
1206	0.7364403902	0.5286319149
1207	0.7364627082	0.5286171234
1208	0.7364841497	0.5286057611
1209	0.7365031858	0.5285956272
1210	0.7365082196	0.5285826271
1211	0.7364865546	0.5285694734
1212	0.7365219983	0.5285561151
1213	0.7365204695	0.5285441386
1214	0.7365029616	0.528531292
1215	0.7365088725	0.5285209534
1216	0.7365219983	0.5285015556
1217	0.7365276845	0.5284878901
1218	0.7365145589	0.5284771932
1219	0.7365360004	0.5284621458
1220	0.7365410345	0.5284486339
1221	0.7365979193	0.528438244
1222	0.7365806356	0.5284234526
1223	0.7366062344	0.5284108619
1224	0.7366425536	0.5283923342
1225	0.7366193605	0.5283785664
1226	0.7366309571	0.5283663852
1227	0.7366143267	0.5283509283
1228	0.7365738489	0.5283387983
1229	0.7365952904	0.5283224714
1230	0.736612574	0.5283092154
1231	0.7366283288	0.5282963688
1232	0.7366696819	0.5282852625
1233	0.7366720875	0.5282697545
1234	0.7366679299	0.5282558331
1235	0.7366804025	0.5282453921
1236	0.736668806	0.5282317778
1237	0.7367084067	0.5282189312
1238	0.7367000918	0.5282047027
1239	0.7367000918	0.5281930334
1240	0.7367561002	0.5281776789
1241	0.7367742599	0.5281615567
1242	0.7367403459	0.5281509621
1243	0.7367519427	0.528136836
1244	0.7367784173	0.5281233241
1245	0.7368066423	0.5281050523
1246	0.7368215197	0.5280924105
1247	0.7367992036	0.5280713749
1248	0.736819769	0.5280599102
1249	0.7368048913	0.5280496227
1250	0.7368254567	0.5280373904
1251	0.7367552242	0.528019528
1252	0.7367727299	0.52800965
1253	0.7367935156	0.527996394
1254	0.7368486486	0.5279771497
1255	0.7368659324	0.5279622559
1256	0.7368709647	0.5279462361
1257	0.7369037816	0.5279311375
1258	0.7369228161	0.5279146059
1259	0.7369606653	0.5279049326
1260	0.7369556328	0.5278911647
1261	0.7369582589	0.5278826686
1262	0.7369707294	0.5278738142
1263	0.7369674476	0.5278601487
1264	0.7369278481	0.5278481211
1265	0.7369344116	0.5278366052
1266	0.7369492888	0.5278247311
1267	0.7369350674	0.5278149043
1268	0.7369368181	0.5278031837
1269	0.7369285041	0.5277859355
1270	0.736924347	0.5277749315
1271	0.7369648223	0.5277596794
1272	0.7369713857	0.5277452462
1273	0.737042927	0.5277323485
1274	0.7370521165	0.5277161751
1275	0.7370702755	0.5277050687
1276	0.7370744324	0.5276902773
1277	0.7370735573	0.5276800922
1278	0.7370455531	0.527668474
1279	0.7371131569	0.5276544502
1280	0.7370974045	0.527643395
1281	0.7371063742	0.5276292177
1282	0.7371269396	0.5276133003
1283	0.7370774945	0.5275976899
1284	0.7371024365	0.5275856111
1285	0.7371337224	0.5275761425
1286	0.7371483805	0.5275629377
1287	0.7371805417	0.5275538785
1288	0.7372111714	0.5275383705
1289	0.7372218917	0.5275289019
1290	0.7372426747	0.527518205
1291	0.7372483637	0.5275016222
1292	0.737264115	0.5274907717
1293	0.7372962755	0.5274772598
1294	0.7372995574	0.5274634408
1295	0.737321872	0.5274482399
1296	0.737370442	0.527435598
1297	0.73735644	0.5274267948
1298	0.7373490018	0.5274124128
1299	0.7373308434	0.5273990033
1300	0.7373695675	0.5273841094
1301	0.7373546909	0.52737244
1302	0.7373875094	0.5273611801
1303	0.7373988867	0.5273483847
1304	0.7373809458	0.5273325696
1305	0.7374023862	0.5273221798
1306	0.7374106991	0.5273087702
1307	0.7374330139	0.5272968449
1308	0.7374544541	0.527282207
1309	0.737413981	0.5272704353
1310	0.7374428596	0.5272598407
1311	0.7374115736	0.5272497068
1312	0.737457736	0.5272361948
1313	0.7374931782	0.5272220687
1314	0.7374866143	0.5272111671
1315	0.7374883626	0.5271990882
1316	0.7375213964	0.5271870094
1317	0.7375091419	0.5271783085
1318	0.7375255523	0.5271641824
1319	0.7375345246	0.5271518989
1320	0.7375535563	0.5271429421
1321	0.7374982086	0.5271317334
1322	0.7375362722	0.5271212923
1323	0.7375577121	0.5271082922
1324	0.7375222702	0.5270921189
1325	0.7375791519	0.5270774809
1326	0.7375798127	0.5270657092
1327	0.7376054085	0.5270513784
1328	0.7376012526	0.527041398
1329	0.7376235663	0.527027886
1330	0.7376557261	0.5270152442
1331	0.7376194105	0.5270026536
1332	0.7375979706	0.5269896535
1333	0.7376533175	0.5269806455
1334	0.7376417241	0.5269659564
1335	0.7376500354	0.526950909
1336	0.7376467533	0.5269378578
1337	0.7376526553	0.5269289522
1338	0.7377045078	0.5269114993
1339	0.7377029718	0.5269009047
1340	0.7377696994	0.5268904125
1341	0.73776729	0.5268794596
1342	0.7377714451	0.5268660501
1343	0.7378235058	0.5268521799
1344	0.7378324805	0.5268436326
1345	0.7378208883	0.5268310931
1346	0.7378397093	0.5268219316
1347	0.7378215521	0.526807652
1348	0.7377928843	0.5267946519
1349	0.7378298624	0.5267830848
1350	0.7378355541	0.5267660926
1351	0.7378158605	0.526753809
1352	0.7377968304	0.5267413207
1353	0.7378412455	0.5267310844
1354	0.7378173968	0.5267223836
1355	0.7377968304	0.5267117378
1356	0.7378125782	0.5266998637
1357	0.7378397093	0.526687836
1358	0.737820679	0.5266782651
1359	0.7378661764	0.5266666981
1360	0.737849556	0.5266523161
1361	0.7378513018	0.52663819
1362	0.7378661764	0.5266287214
1363	0.7378670491	0.5266187922
1364	0.7378860783	0.5266059968
1365	0.7379173646	0.5265955046
1366	0.7378976702	0.5265861383
1367	0.737889567	0.5265714492
1368	0.7379225971	0.5265588586
1369	0.7379547552	0.5265498506
1370	0.737957166	0.5265396143
1371	0.7379941454	0.5265281497
1372	0.7380024542	0.5265199095
1373	0.7380125059	0.5265050668
1374	0.7380208139	0.5264914014
1375	0.7380413811	0.5264799879
1376	0.7380437923	0.5264683185
1377	0.7380816439	0.5264568026
1378	0.7380768215	0.5264432395
1379	0.7381229811	0.526429267
1380	0.7381196984	0.5264154992
1381	0.7380925657	0.5264026526
1382	0.7381221098	0.5263908297
1383	0.7381247232	0.526378802
1384	0.7381115923	0.5263707153
1385	0.7381568806	0.5263607861
1386	0.7381577515	0.526346097
1387	0.7381988863	0.52633453
1388	0.7382063226	0.5263226047
1389	0.7382196537	0.5263127778
1390	0.7382386792	0.5263039746
1391	0.7382205241	0.5262911281
1392	0.7382155003	0.5262769508
1393	0.7382450454	0.5262636436
1394	0.7382310436	0.5262544309
1395	0.7382533524	0.526242608
1396	0.7382887924	0.526231348
1397	0.7382772027	0.5262196787
1398	0.7382715077	0.5262057573
1399	0.7382640715	0.5261963911
1400	0.7382640715	0.526185387
1401	0.7383216203	0.526173257
1402	0.738311772	0.5261593356
1403	0.7383498236	0.5261475639
1404	0.7383605425	0.5261363551
1405	0.7383176666	0.5261283196
1406	0.7383572597	0.5261138865
1407	0.7383590001	0.5261064651
1408	0.7383721318	0.5260987879
1409	0.7384174202	0.5260879886
1410	0.738431422	0.5260749885
1411	0.7384123967	0.5260642916
1412	0.7384546	0.5260494489
1413	0.7384725573	0.5260385473
1414	0.7384751677	0.5260299999
1415	0.7384561428	0.526017614
1416	0.7384611659	0.5260095785
1417	0.7385180431	0.5259980115
1418	0.7385081941	0.5259868027
1419	0.7385147601	0.5259751334
1420	0.7384718848	0.5259652041
1421	0.7384990184	0.5259526135
1422	0.7385541556	0.5259390504
1423	0.7385576354	0.5259268692
1424	0.7385445033	0.5259154045
1425	0.7384850166	0.5259034792
1426	0.7385171732	0.5258908886
1427	0.7385445033	0.5258794239
1428	0.7385140862	0.5258650931
1429	0.7385370675	0.5258520418
1430	0.7386046631	0.5258421126
1431	0.7385591787	0.5258282424
1432	0.738595488	0.5258212817
1433	0.7386267747	0.5258087934
1434	0.7386184689	0.5257922618
1435	0.7386508211	0.525775679
1436	0.7386779552	0.5257605804
1437	0.7386622141	0.525749474
1438	0.738708567	0.5257391354
1439	0.7387076977	0.525729155
1440	0.7387166776	0.5257129304
1441	0.7387555937	0.5257033083
1442	0.7388109241	0.5256918948
1443	0.7388176814	0.5256765915
1444	0.738809378	0.5256647686
1445	0.7388249259	0.5256543276
1446	0.7388612332	0.5256436306
1447	0.7388612332	0.5256319101
1448	0.7388314924	0.5256165044
1449	0.7388446254	0.5256073941
1450	0.7388586272	0.5255931657
1451	0.7389023699	0.5255801144
1452	0.738911542	0.5255686497
1453	0.7388916514	0.5255562638
1454	0.7389148253	0.5255438779
1455	0.7389386771	0.5255372243
1456	0.7389181087	0.5255259643
1457	0.7389174299	0.5255132713
1458	0.7389272802	0.525500783
1459	0.7389156936	0.5254859916
1460	0.7389207134	0.5254751923
1461	0.7389314317	0.5254640859
1462	0.7389635866	0.5254533378
1463	0.7390055918	0.5254412077
1464	0.7389767203	0.5254307155
1465	0.7390173648	0.5254200698
1466	0.7389852104	0.5254089122
1467	0.7389884939	0.5254001602
1468	0.7390164974	0.5253903845
1469	0.7390403497	0.5253749277
1470	0.7390412172	0.5253655614
1471	0.7390125321	0.5253561952
1472	0.739007514	0.5253482621
1473	0.7390355174	0.5253343919
1474	0.7390322338	0.5253234391
1475	0.7390560863	0.5253086988
1476	0.7390825405	0.5252993326
1477	0.7390709553	0.5252877144
1478	0.7390519353	0.5252767103
1479	0.7390676717	0.5252635567
1480	0.7390586879	0.5252555212
1481	0.7390578208	0.5252413439
1482	0.7390453682	0.52523208
1483	0.7390460491	0.5252236863
1484	0.739093073	0.5252143712
1485	0.7390814873	0.5252019341
1486	0.7390609185	0.5251894458
1487	0.7390427656	0.5251743985
1488	0.7390725042	0.5251649299
1489	0.739057635	0.5251520321
1490	0.7390707691	0.5251442014
1491	0.7391186603	0.5251357052
1492	0.7391309271	0.5251257248
1493	0.7391724352	0.5251118035
1494	0.7391468487	0.5251024884
1495	0.7391352637	0.5250932246
1496	0.7390989587	0.525081504
1497	0.739116244	0.5250698346
1498	0.7391112257	0.5250579093
1499	0.7391466637	0.5250458305
1500	0.7391416452	0.5250334446
1501	0.7391779507	0.5250235153
1502	0.7392035378	0.5250142515
1503	0.7392241066	0.5250035034
1504	0.7391928197	0.5249947002
1505	0.7392356919	0.5249803181
1506	0.739220823	0.5249715661
1507	0.7392324082	0.5249632235
1508	0.7392002542	0.5249531408
1509	0.7391961033	0.5249404477
1510	0.7392094228	0.5249269358
1511	0.7392242914	0.5249178767
1512	0.7392177239	0.5249082546
1513	0.7392194573	0.5248974041
1514	0.7392358761	0.5248875261
1515	0.7392293086	0.5248784669
1516	0.7392004385	0.5248703802
1517	0.7392564452	0.5248548722
1518	0.7392713136	0.5248435099
1519	0.7392796143	0.5248328642
1520	0.739261644	0.5248187381
1521	0.7393060666	0.5248049703
1522	0.7393275022	0.5247915607
1523	0.7393250845	0.5247799425
1524	0.7393390861	0.5247703716
1525	0.7393456539	0.5247609542
1526	0.7393867925	0.524752458
1527	0.7393644906	0.524744832
1528	0.739446083	0.5247305011
1529	0.739497254	0.524718064
1530	0.7394519651	0.5247079813
1531	0.7394593989	0.5246998434
1532	0.7394758185	0.524691552
1533	0.7394651008	0.5246813157
1534	0.7394478152	0.5246716936
1535	0.739491552	0.5246615596
1536	0.7395121215	0.5246480477
1537	0.7395278546	0.5246374531
1538	0.73949397	0.5246254767
1539	0.7394775503	0.5246138585
1540	0.7395311386	0.5246025473
1541	0.7395377066	0.5245931811
1542	0.7395764275	0.5245844803
1543	0.7395639782	0.5245707124
1544	0.7395534394	0.5245593501
1545	0.739567441	0.5245473737
1546	0.7395543048	0.5245339129
1547	0.7395444527	0.5245239837
1548	0.7395313162	0.5245126214
1549	0.7395691718	0.5245014127
1550	0.7395427218	0.5244907157
1551	0.7395311386	0.5244769991
1552	0.7395427218	0.5244686565
1553	0.7395328697	0.5244573966
1554	0.7395774704	0.5244442941
1555	0.7395733211	0.5244342625
1556	0.739530451	0.5244259711
1557	0.7395263016	0.5244157348
1558	0.7395057319	0.5244051402
1559	0.7395256131	0.5243936756
1560	0.7395024478	0.5243796518
1561	0.7395212866	0.5243682895
1562	0.7395378845	0.5243586674
1563	0.7395057319	0.524344746
1564	0.7395015824	0.524336557
1565	0.7394957017	0.5243230962
1566	0.7395195552	0.5243135765
1567	0.7395385722	0.5243018559
1568	0.7395453179	0.5242937181
1569	0.7395601846	0.5242848125
1570	0.7395610496	0.524272836
1571	0.7395857687	0.5242666942
1572	0.739546183	0.5242555366
1573	0.7395378845	0.5242470405
1574	0.7395536163	0.5242341428
1575	0.739591472	0.5242225246
1576	0.7396004591	0.5242100363
1577	0.7396087577	0.5241996464
1578	0.7395906068	0.5241876699
1579	0.7396021895	0.5241782525
1580	0.7396194752	0.5241656619
1581	0.7395750512	0.5241570122
1582	0.7396120419	0.5241462129
1583	0.7395766052	0.5241345947
1584	0.739597175	0.5241260986
1585	0.7396103113	0.5241135591
1586	0.7396218942	0.5241018385
1587	0.7396186101	0.5240868935
1588	0.7396186101	0.524076043
1589	0.7396474784	0.5240644248
1590	0.7396796308	0.5240541885
1591	0.7396680483	0.5240404719
1592	0.7397142023	0.524031208
1593	0.7397240547	0.5240206135
1594	0.7397249198	0.5240079204
1595	0.7396977816	0.5239947156
1596	0.73970366	0.5239825856
1597	0.7397003758	0.5239735265
1598	0.7397192164	0.5239602193
1599	0.7397150673	0.5239513137
1600	0.7397365022	0.5239389278
1601	0.7397537879	0.5239276678
1602	0.7397290689	0.5239189158
1603	0.7397489491	0.5239076047
1604	0.739737367	0.5238967542
1605	0.7397555176	0.5238858525
1606	0.7397653702	0.5238776635
1607	0.7397282039	0.5238633838
1608	0.739737367	0.5238499743
1609	0.7397489491	0.5238381513
1610	0.7397843854	0.5238245371
1611	0.7398149818	0.5238165016
1612	0.7398289833	0.523803655
1613	0.7398528378	0.5237912179
1614	0.7398239704	0.5237821076
1615	0.7398561223	0.5237699776
1616	0.7398296744	0.5237620444
1617	0.7398272547	0.5237501191
1618	0.739837972	0.5237390639
1619	0.7398939783	0.5237277016
1620	0.7398626909	0.5237146503
1621	0.7398782476	0.5237046699
1622	0.7398791122	0.5236921305
1623	0.7398279449	0.523677902
1624	0.7398699497	0.5236680751
1625	0.7398758279	0.5236572758
1626	0.7398659751	0.5236489333
1627	0.7398651106	0.5236363938
1628	0.7398561223	0.5236260039
1629	0.7398412563	0.5236164842
1630	0.7399387469	0.5236055313
1631	0.739887582	0.5235956021
1632	0.7399107439	0.5235825508
1633	0.7398957068	0.5235706255
1634	0.739883261	0.5235584443
1635	0.7399071154	0.523547645
1636	0.7398948427	0.5235354638
1637	0.7398891382	0.5235232826
1638	0.7398808411	0.5235142235
1639	0.7399097085	0.5235071093
1640	0.7399411676	0.5234972312
1641	0.7399567257	0.5234882233
1642	0.7399855928	0.5234793177
1643	0.7399805805	0.5234703609
1644	0.7400020149	0.5234609435
1645	0.7400068552	0.5234487112
1646	0.7400208568	0.5234375024
1647	0.7400538727	0.5234271126
1648	0.7400381427	0.5234152384
1649	0.7400505883	0.5234033131
1650	0.7400638971	0.5233934863
1651	0.7400919003	0.5233835571
1652	0.7400868882	0.5233714782
1653	0.7401124707	0.5233607813
1654	0.7401380531	0.5233526434
1655	0.7401166189	0.5233376473
1656	0.7401339049	0.5233262338
1657	0.7401256084	0.5233125171
1658	0.7401281995	0.5233027415
1659	0.74013978	0.5232899461
1660	0.7401496336	0.5232817059
1661	0.740131484	0.5232719302
1662	0.740114198	0.5232619498
1663	0.740111777	0.5232533513
1664	0.740129063	0.5232418354
1665	0.740133211	0.5232298078
1666	0.7401052079	0.5232189573
1667	0.7400977755	0.5232075438
1668	0.7400837739	0.5232004296
1669	0.7400944909	0.5231892208
1670	0.7400969119	0.523179957
1671	0.7400912064	0.52316839
1672	0.7400846373	0.5231598938
1673	0.7401003654	0.5231453071
1674	0.7401283684	0.5231381929
1675	0.7401662252	0.5231285196
1676	0.7401430646	0.523120177
1677	0.740129063	0.5231098895
1678	0.7401793635	0.5231018028
1679	0.740182648	0.5230875232
1680	0.7401957862	0.5230760585
1681	0.7402230944	0.5230643379
1682	0.7402154933	0.5230538457
1683	0.7402139356	0.523040948
1684	0.7402279371	0.5230288691
1685	0.7401892171	0.5230173021
1686	0.7401430646	0.5230087036
1687	0.740142201	0.5229977508
1688	0.7400977755	0.5229892546
1689	0.7401167883	0.5229811168
1690	0.7401563715	0.5229705222
1691	0.7401375268	0.5229560378
1692	0.7401720991	0.5229475417
1693	0.7401712361	0.5229374078
1694	0.7401911109	0.522929014
1695	0.740168118	0.5229213879
1696	0.7401788347	0.5229120217
1697	0.7401961209	0.522897998
1698	0.7401788347	0.5228866357
1699	0.7401952583	0.5228805963
1700	0.7401936987	0.5228725096
1701	0.7401574012	0.5228625292
1702	0.7401689805	0.5228502456
1703	0.7401293982	0.5228395487
1704	0.740162411	0.522831462
1705	0.7401772748	0.5228214816
1706	0.7401805596	0.5228106311
1707	0.740190414	0.5228014696
1708	0.7401869634	0.5227931782
1709	0.7402158292	0.5227823789
1710	0.74017054	0.5227729615
1711	0.7402102871	0.5227626229
1712	0.7402118474	0.5227541267
1713	0.740203553	0.5227461424
1714	0.7401632734	0.5227394888
1715	0.7401466844	0.5227308391
1716	0.740153419	0.5227192209
1717	0.7401518584	0.522707398
1718	0.7401807233	0.5226948585
1719	0.7401822841	0.5226807836
1720	0.7401938628	0.522671008
1721	0.7402137348	0.522657496
