iter	TotalF1	Logloss
478	0.7261083735	0.5442612157
479	0.7261951298	0.5442159713
480	0.7262212279	0.5441706244
481	0.7261344201	0.5441382777
482	0.7261787172	0.5440972813
483	0.7262483132	0.5440574109
484	0.7262842188	0.5440268044
485	0.7262730537	0.5439891348
486	0.7264032287	0.5439610361
487	0.7264634439	0.5439131302
488	0.7264834914	0.5438825237
489	0.7265025363	0.5438477202
490	0.72652543	0.5438040624
491	0.7264623665	0.5437640385
492	0.7264758684	0.5437301051
493	0.7265146128	0.5436852189
494	0.7265369138	0.5436623408
495	0.7264939775	0.5436266673
496	0.7265514253	0.5435864898
497	0.7265989679	0.5435571627
498	0.7266088727	0.543521694
499	0.7266061067	0.5434924181
500	0.7266658145	0.5434602249
501	0.7266363768	0.5434235278
502	0.7266802344	0.5433796652
503	0.7266806474	0.5433321688
504	0.7267235829	0.5433085741
505	0.7267543542	0.5432717746
506	0.726825809	0.5432398885
507	0.7268705847	0.5432028331
508	0.7268327614	0.5431649076
509	0.726859851	0.5431276986
510	0.7267968786	0.5430899778
511	0.7268696645	0.5430678162
512	0.7268756961	0.5430387963
513	0.7269251731	0.5430097252
514	0.7269564541	0.5429701107
515	0.7269779213	0.5429434963
516	0.7269751613	0.5429230749
517	0.7270665481	0.5428936455
518	0.7270403767	0.5428706138
519	0.727084229	0.5428336608
520	0.7271149945	0.5427883651
521	0.7272283515	0.5427608807
522	0.7271708964	0.5427352387
523	0.7272283515	0.5426971085
524	0.7271062103	0.5426634822
525	0.727219571	0.5426354859
526	0.7271958627	0.5426040605
527	0.7271636624	0.5425753988
528	0.727221924	0.542547812
529	0.7272261141	0.5425157724
530	0.7272270326	0.5424870083
531	0.7272769092	0.5424568624
532	0.727298893	0.5424277401
533	0.7273170875	0.5423918619
534	0.7273245489	0.5423607435
535	0.7273842389	0.5423331055
536	0.7274295246	0.5423087431
537	0.7274191893	0.5422731208
538	0.7274835857	0.5422478371
539	0.7274574102	0.5422160022
540	0.7274503438	0.5421835019
541	0.7274125184	0.542150541
542	0.7274567556	0.542115021
543	0.7274711493	0.5420770444
544	0.7274576711	0.5420516071
545	0.7274744217	0.5420108667
546	0.7274674879	0.5419845082
547	0.72751355	0.5419439724
548	0.7274706218	0.5419151572
549	0.7275386716	0.5418877751
550	0.7275443025	0.5418568615
551	0.7275479589	0.5418281998
552	0.7275992588	0.5417926798
553	0.7275796225	0.541772719
554	0.7275750539	0.5417372502
555	0.7276226984	0.5417104823
556	0.7276548939	0.5416727104
557	0.7276119665	0.5416499858
558	0.7276314539	0.5416163083
559	0.7277089349	0.5415820679
560	0.7278047562	0.5415476739
561	0.7278298749	0.5415143547
562	0.7278262199	0.5414800631
563	0.7278700609	0.5414559054
564	0.7278866513	0.5414232004
565	0.7278884763	0.5413953577
566	0.72786009	0.5413736567
567	0.7279810307	0.5413399793
568	0.7279977735	0.5413090656
569	0.7280552382	0.5412857269
570	0.7281238125	0.5412543014
571	0.7281260129	0.5412202145
572	0.7281461877	0.5411959545
573	0.7281150623	0.5411713874
574	0.7281332526	0.5411525014
575	0.7281980197	0.5411146271
576	0.728208751	0.5410867331
577	0.7282069259	0.541053977
578	0.7282213069	0.5410273114
579	0.728203653	0.540990256
580	0.7282931526	0.5409561179
581	0.7283331773	0.5409329327
582	0.7282784423	0.5409003812
583	0.7282471607	0.5408808299
584	0.7283251798	0.5408586683
585	0.728320455	0.5408374791
586	0.7284226686	0.5407982741
587	0.7283964813	0.5407713526
588	0.7283739337	0.5407286672
589	0.7283608393	0.5407125962
590	0.7283724795	0.5406918677
591	0.7283893916	0.5406576273
592	0.7283628364	0.5406272254
593	0.7284186751	0.5405867409
594	0.7284381341	0.5405663706
595	0.7284721422	0.5405271656
596	0.7284763246	0.540492055
597	0.7285639817	0.5404631887
598	0.7285532516	0.5404414365
599	0.7284992418	0.5404129796
600	0.7285747117	0.5403749517
601	0.7285818092	0.5403531484
602	0.7286716369	0.5403290931
603	0.7287345549	0.5403090299
604	0.7287452846	0.5402815966
605	0.728766539	0.5402517578
606	0.7287477975	0.5402224308
607	0.7287981694	0.5401975054
608	0.7287976105	0.5401644421
609	0.7287543467	0.5401352175
610	0.7287987271	0.5401062487
611	0.7287948948	0.5400902801
612	0.7287612431	0.5400577798
613	0.7288321676	0.5400367954
614	0.7288103622	0.5400066495
615	0.7288750842	0.5399877635
616	0.7288667246	0.5399499916
617	0.728821997	0.5399174401
618	0.7288672832	0.5398916446
619	0.7289522118	0.539864672
620	0.7289116638	0.539841845
621	0.728958761	0.5398214236
622	0.7289438517	0.5397880532
623	0.7289665615	0.5397617459
624	0.7290029283	0.539745419
625	0.7290369244	0.5397164503
626	0.7290156817	0.5396829776
627	0.7290473097	0.5396488907
628	0.7290684224	0.539620229
629	0.7291033248	0.5395950989
630	0.7291133614	0.5395578899
631	0.7291184471	0.5395330157
632	0.7292266445	0.5395111612
633	0.729256462	0.5394838815
634	0.7292090195	0.5394539914
635	0.729273395	0.5394349007
636	0.7292168204	0.5394015304
637	0.7292555571	0.5393703097
638	0.7292224647	0.5393359669
639	0.7292308242	0.5393078682
640	0.729256462	0.5392855531
641	0.7292606416	0.5392621119
642	0.7292793851	0.5392346275
643	0.7292779202	0.5392130288
644	0.729303213	0.539182627
645	0.7293080795	0.5391536071
646	0.7293622863	0.5391311384
647	0.7293914157	0.5391027327
648	0.7294268778	0.5390803663
649	0.729472164	0.5390486338
650	0.7295031005	0.5390295943
651	0.729495298	0.5390085075
652	0.7295194736	0.538984964
653	0.7295818246	0.5389603457
654	0.7296050917	0.5389253375
655	0.7296140116	0.5388959593
656	0.7296312902	0.5388784553
657	0.7296151314	0.5388481558
658	0.7296324098	0.5388168327
659	0.7296458544	0.5387999428
660	0.7296071176	0.5387735843
661	0.729698595	0.5387382691
662	0.7296878659	0.538709198
663	0.7297173382	0.5386750599
664	0.729722423	0.5386576582
665	0.7297394841	0.53862828
666	0.729722423	0.5386062719
667	0.7297438812	0.5385822678
668	0.7297957169	0.5385602086
669	0.7298437175	0.5385410667
670	0.7298284637	0.5385144011
671	0.7298839194	0.5384915741
672	0.7298466474	0.538477141
673	0.7298786177	0.5384631684
674	0.7299406199	0.5384408021
675	0.7299951675	0.5384188452
676	0.7299975388	0.5383820969
677	0.7300166249	0.5383483682
678	0.7300189963	0.5383348563
679	0.7299629813	0.5383066553
680	0.7300100748	0.5382780448
681	0.7300056686	0.538240017
682	0.7300687998	0.5382138632
683	0.729978564	0.5381769613
684	0.7300318701	0.5381580754
685	0.7300202384	0.5381332011
686	0.7299931341	0.5381123191
687	0.7300193352	0.5380914882
688	0.7300700392	0.5380633895
689	0.7301022244	0.5380468579
690	0.7301162281	0.5380201412
691	0.7301987796	0.5379950622
692	0.7302169608	0.5379630738
693	0.7301958368	0.5379486918
694	0.7302482433	0.537930164
695	0.7303340692	0.5378998134
696	0.7303462688	0.5378730966
697	0.7303859064	0.5378567697
698	0.7303700986	0.5378409547
699	0.7303868083	0.5378154663
700	0.7303546237	0.5377970409
701	0.7304044186	0.5377742651
702	0.7303960645	0.5377560445
703	0.7303951628	0.5377384381
704	0.7303808268	0.5377079339
705	0.7303646834	0.5376782486
706	0.7303253805	0.5376539374
707	0.7303062963	0.5376285513
708	0.7303021183	0.5376139134
709	0.7303608409	0.5375863778
710	0.7303277531	0.5375600193
711	0.7303822976	0.5375354522
712	0.7304213664	0.5375137
713	0.7303835329	0.537492818
714	0.7304231701	0.5374598059
715	0.7304008119	0.5374424042
716	0.7303870431	0.5374203961
717	0.7304350369	0.5373981321
718	0.7304723016	0.537372439
719	0.7305170182	0.5373472577
720	0.7305071917	0.5373281158
721	0.7305122704	0.5373025251
722	0.730522097	0.5372795446
723	0.7305420803	0.5372539026
724	0.7305668119	0.5372361938
725	0.7305673833	0.5372206346
726	0.7305757373	0.5372036935
727	0.7305903117	0.5371815831
728	0.7305370021	0.5371641814
729	0.7305939178	0.5371372088
730	0.7305757373	0.5371158149
731	0.7306639357	0.53709611
732	0.7307437804	0.5370688302
733	0.7307765358	0.5370390938
734	0.7307789097	0.5370116605
735	0.7307485286	0.5369840225
736	0.7307449215	0.5369607349
737	0.7307261707	0.5369430261
738	0.7307759644	0.5369243448
739	0.730812897	0.5368949666
740	0.7308465538	0.5368760806
741	0.7308787381	0.5368549427
742	0.7307857912	0.5368384622
743	0.7308203495	0.5368134345
744	0.7308683394	0.5367847728
745	0.7309145267	0.5367702372
746	0.7308436078	0.5367476662
747	0.7309270561	0.5367310322
748	0.7309550632	0.536713784
749	0.7309550632	0.5366975083
750	0.7309172289	0.5366708427
751	0.7309422049	0.5366432559
752	0.7309392581	0.5366303582
753	0.731010503	0.5366073265
754	0.7309836436	0.5365916649
755	0.7310045259	0.5365746727
756	0.7310543139	0.5365519992
757	0.7310521874	0.5365272786
758	0.7310879725	0.5365035815
759	0.7311127037	0.5364855656
760	0.7311493857	0.5364522976
761	0.7311428337	0.536424762
762	0.7311213787	0.5364081792
763	0.7311470092	0.5363919035
764	0.7311181028	0.5363669781
765	0.7311208009	0.5363437928
766	0.7311246547	0.5363265958
767	0.7311380804	0.5362997255
768	0.7311404571	0.5362743907
769	0.7312113737	0.536255863
770	0.7312602562	0.5362353904
771	0.7312483095	0.5362080594
772	0.7312724618	0.5361817009
773	0.7313004687	0.536165067
774	0.7312888423	0.5361456692
775	0.7313165879	0.5361213579
776	0.731309137	0.5361018066
777	0.7313687433	0.5360731961
778	0.7314116512	0.5360477589
779	0.7313574332	0.5360267233
780	0.7313803681	0.5360095263
781	0.7314476912	0.5359952979
782	0.731401822	0.5359741087
783	0.7314322074	0.535951077
784	0.7314313095	0.53593388
785	0.7314038846	0.5359061396
786	0.7314783917	0.5358807536
787	0.7314816681	0.535868726
788	0.731508777	0.5358488675
789	0.7315457148	0.5358304422
790	0.7315451321	0.5358165208
791	0.7315698624	0.5357979931
792	0.7315996642	0.5357784417
793	0.7316238095	0.5357586345
794	0.7316369158	0.5357409769
795	0.7317114167	0.5357235752
796	0.7316434688	0.5357009017
797	0.7316541956	0.5356876457
798	0.7317078295	0.5356734173
799	0.7317114167	0.5356498738
800	0.7317694986	0.5356168105
801	0.7316771312	0.5356013537
802	0.7316997934	0.5355825701
803	0.7316813051	0.5355567746
804	0.7317492533	0.5355236601
805	0.7317355236	0.5354989906
806	0.7317405948	0.5354844039
807	0.7317483566	0.5354740652
808	0.7317251093	0.5354516989
809	0.7317334564	0.5354297932
810	0.7317549098	0.5354118797
811	0.7318723149	0.5353949898
812	0.7318928716	0.5353780487
813	0.7319268413	0.535355017
814	0.7319548478	0.5353294775
815	0.731950675	0.5353024536
816	0.732006688	0.5352771699
817	0.7319706425	0.5352505555
818	0.7319679551	0.5352349452
819	0.7319646783	0.5352223545
820	0.7319062845	0.5352025985
821	0.7319211835	0.5351799762
822	0.7319417403	0.5351568934
823	0.7319754047	0.5351369326
824	0.7319917888	0.5351250073
825	0.7319399486	0.5350994165
826	0.7319852352	0.5350771526
827	0.7320141376	0.5350564752
828	0.732039763	0.5350405066
829	0.7320111663	0.5350184985
830	0.7320102708	0.535002837
831	0.7320266554	0.5349852817
832	0.7320463167	0.5349759155
833	0.7320257598	0.5349555453
834	0.732023683	0.5349371199
835	0.7320740368	0.5349106079
836	0.732100844	0.5348855801
837	0.7320829728	0.5348639303
838	0.7321518031	0.5348416664
839	0.7322414821	0.5348187882
840	0.7322131737	0.53479504
841	0.7321941033	0.5347732367
842	0.7321419582	0.5347529176
843	0.7321890357	0.534736949
844	0.7321797953	0.5347190355
845	0.7321657921	0.5347074173
846	0.7321723459	0.5346899644
847	0.7321848634	0.534672665
848	0.7322235961	0.5346576688
849	0.7321866541	0.5346401136
850	0.7322307561	0.5346177984
851	0.732271871	0.5345944596
852	0.7323132738	0.5345743965
853	0.7322861629	0.5345577113
854	0.7323201321	0.5345346796
855	0.7323686958	0.5345206047
856	0.7323546926	0.5345019235
857	0.7323645236	0.5344853406
858	0.7323448615	0.5344665058
859	0.7323168551	0.5344451631
860	0.7324050464	0.5344282732
861	0.7324378166	0.5344073912
862	0.732462546	0.5343831823
863	0.7324562947	0.5343650641
864	0.7324676133	0.5343436702
865	0.7324831032	0.5343264732
866	0.7324518198	0.5343098904
867	0.7325111096	0.5342934611
868	0.7324988967	0.5342759059
869	0.7325605684	0.5342497521
870	0.732530466	0.5342323504
871	0.7325674071	0.5342176101
872	0.7325551956	0.5341988777
873	0.7325748567	0.5341812712
874	0.7325888599	0.5341681176
875	0.7325376083	0.5341523537
876	0.7326284887	0.5341320346
877	0.7326839115	0.5341125856
878	0.7326499414	0.534087865
879	0.7326654298	0.5340631955
880	0.7325861717	0.5340492229
881	0.7326564952	0.5340276755
