iter	Passed	Remaining
1212	32999	21410
1213	33026	21382
1214	33054	21356
1215	33081	21329
1216	33108	21301
1217	33135	21274
1218	33160	21245
1219	33184	21216
1220	33212	21189
1221	33236	21160
1222	33263	21133
1223	33289	21105
1224	33315	21077
1225	33341	21049
1226	33368	21021
1227	33395	20994
1228	33420	20965
1229	33445	20937
1230	33471	20909
1231	33496	20881
1232	33522	20852
1233	33548	20824
1234	33573	20796
1235	33600	20768
1236	33626	20741
1237	33655	20715
1238	33696	20696
1239	33722	20668
1240	33748	20640
1241	33775	20613
1242	33800	20585
1243	33826	20556
1244	33850	20527
1245	33877	20500
1246	33903	20472
1247	33931	20445
1248	33957	20418
1249	33986	20391
1250	34012	20364
1251	34041	20337
1252	34067	20310
1253	34096	20284
1254	34127	20258
1255	34154	20231
1256	34181	20204
1257	34207	20176
1258	34232	20147
1259	34256	20118
1260	34281	20090
1261	34309	20063
1262	34334	20035
1263	34359	20006
1264	34386	19979
1265	34411	19950
1266	34438	19923
1267	34464	19895
1268	34490	19867
1269	34519	19841
1270	34546	19814
1271	34570	19785
1272	34597	19758
1273	34623	19730
1274	34649	19702
1275	34677	19675
1276	34703	19648
1277	34729	19620
1278	34756	19592
1279	34782	19564
1280	34806	19536
1281	34831	19507
1282	34857	19480
1283	34884	19452
1284	34910	19424
1285	34934	19396
1286	34961	19368
1287	34987	19340
1288	35012	19312
1289	35037	19284
1290	35062	19255
1291	35089	19228
1292	35114	19200
1293	35141	19172
1294	35184	19154
1295	35213	19128
1296	35240	19100
1297	35263	19071
1298	35289	19043
1299	35315	19016
1300	35341	18988
1301	35367	18960
1302	35395	18933
1303	35421	18905
1304	35446	18877
1305	35473	18850
1306	35499	18822
1307	35524	18794
1308	35551	18766
1309	35576	18738
1310	35602	18710
1311	35626	18682
1312	35654	18655
1313	35679	18627
1314	35707	18600
1315	35732	18572
1316	35757	18543
1317	35782	18515
1318	35808	18487
1319	35834	18460
1320	35860	18432
1321	35885	18404
1322	35910	18375
1323	35936	18348
1324	35962	18320
1325	35988	18293
1326	36014	18265
1327	36041	18237
1328	36067	18210
1329	36094	18182
1330	36121	18155
1331	36146	18127
1332	36173	18100
1333	36198	18072
1334	36227	18045
1335	36254	18018
1336	36280	17991
1337	36304	17962
1338	36329	17934
1339	36357	17907
1340	36384	17880
1341	36411	17852
1342	36438	17825
1343	36467	17799
1344	36493	17771
1345	36519	17744
1346	36547	17717
1347	36576	17691
1348	36605	17664
1349	36632	17638
1350	36659	17610
1351	36707	17593
1352	36734	17566
1353	36760	17538
1354	36785	17510
1355	36811	17482
1356	36836	17454
1357	36862	17426
1358	36887	17398
1359	36912	17370
1360	36939	17343
1361	36970	17317
1362	36996	17290
1363	37025	17264
1364	37054	17237
1365	37081	17210
1366	37106	17182
1367	37132	17154
1368	37158	17127
1369	37184	17099
1370	37211	17072
1371	37237	17044
1372	37263	17017
1373	37290	16989
1374	37317	16962
1375	37346	16936
1376	37375	16909
1377	37403	16883
1378	37431	16856
1379	37461	16830
1380	37488	16803
1381	37516	16776
1382	37545	16750
1383	37573	16723
1384	37601	16696
1385	37626	16668
1386	37654	16641
1387	37682	16615
1388	37710	16588
1389	37735	16560
1390	37759	16531
1391	37786	16504
1392	37812	16476
1393	37839	16449
1394	37864	16421
1395	37891	16394
1396	37917	16366
1397	37944	16339
1398	37969	16311
1399	37993	16283
1400	38019	16255
1401	38045	16227
1402	38070	16199
1403	38096	16171
1404	38123	16144
1405	38149	16117
1406	38177	16090
1407	38218	16069
1408	38246	16042
1409	38272	16014
1410	38299	15987
1411	38324	15959
1412	38349	15931
1413	38375	15903
1414	38399	15875
1415	38426	15848
1416	38451	15820
1417	38478	15792
1418	38503	15765
1419	38529	15737
1420	38561	15712
1421	38587	15684
1422	38613	15657
1423	38640	15629
1424	38666	15602
1425	38692	15574
1426	38720	15547
1427	38746	15520
1428	38773	15492
1429	38799	15465
1430	38825	15437
1431	38851	15410
1432	38876	15382
1433	38903	15355
1434	38929	15327
1435	38956	15300
1436	38983	15273
1437	39008	15245
1438	39036	15218
1439	39062	15191
1440	39090	15164
1441	39116	15136
1442	39142	15108
1443	39167	15081
1444	39193	15053
1445	39220	15026
1446	39246	14998
1447	39272	14971
1448	39303	14945
1449	39330	14918
1450	39356	14890
1451	39383	14863
1452	39409	14836
1453	39435	14808
1454	39461	14781
1455	39487	14753
